id,osm_id,source,target,length,foot,car_forward,car_backward,bike_forward,bike_backward,train,wkt
428105897-0,428105897,4272432077,4272432078,22.889847679697507,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6585393 40.3486084, -74.6582844 40.3486758)"
428105898-0,428105898,4272432076,4272432077,12.823593881427193,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6586824 40.3485713, -74.6585393 40.3486084)"
428105900-0,428105900,104016460,6127152652,54.86779970452974,Allowed,Secondary,Secondary,Allowed,Allowed,Forbidden,"LINESTRING(-74.6630575 40.3487282, -74.6630004 40.3487448, -74.6624533 40.3489040)"
428105900-1,428105900,6127152652,6127152651,67.18942721195863,Allowed,Secondary,Secondary,Allowed,Allowed,Forbidden,"LINESTRING(-74.6624533 40.3489040, -74.6620526 40.3490231, -74.6617155 40.3491234)"
428105900-2,428105900,6127152651,3833689009,39.09949457878183,Allowed,Secondary,Secondary,Allowed,Allowed,Forbidden,"LINESTRING(-74.6617155 40.3491234, -74.6613998 40.3492143, -74.6613665 40.3492239, -74.6612844 40.3492476)"
428105900-3,428105900,3833689009,8942159409,7.273829762931219,Allowed,Secondary,Secondary,Allowed,Allowed,Forbidden,"LINESTRING(-74.6612844 40.3492476, -74.6612045 40.3492713)"
428105900-4,428105900,8942159409,104108500,9.92575485223107,Allowed,Secondary,Secondary,Allowed,Allowed,Forbidden,"LINESTRING(-74.6612045 40.3492713, -74.6610955 40.3493037)"
428105900-5,428105900,104108500,104108505,25.61152125365373,Allowed,Secondary,Secondary,Allowed,Allowed,Forbidden,"LINESTRING(-74.6610955 40.3493037, -74.6608113 40.3493813)"
428105900-6,428105900,104108505,8942159415,7.12465195092413,Allowed,Secondary,Secondary,Allowed,Allowed,Forbidden,"LINESTRING(-74.6608113 40.3493813, -74.6607322 40.3494028)"
428105900-7,428105900,8942159415,608690323,8.151516050823759,Allowed,Secondary,Secondary,Allowed,Allowed,Forbidden,"LINESTRING(-74.6607322 40.3494028, -74.6606417 40.3494274)"
428105903-0,428105903,4272432085,3833035801,3.9448920260700784,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6613352 40.3486827, -74.6613783 40.3486694)"
428105903-1,428105903,3833035801,3833035797,40.13028949971717,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6613783 40.3486694, -74.6618201 40.3485406)"
428105903-2,428105903,3833035797,3833035799,22.037363217600596,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6618201 40.3485406, -74.6619094 40.3487265)"
428105903-3,428105903,3833035799,4272432088,3.00200231091586,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6619094 40.3487265, -74.6619220 40.3487517)"
428105904-0,428105904,4272432086,4272432085,10.979646078980883,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6612155 40.3487202, -74.6613352 40.3486827)"
428105905-0,428105905,4272432088,4272432087,10.260022055270024,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6619220 40.3487517, -74.6619623 40.3488386)"
428105906-0,428105906,4272432087,8942181843,12.141866736008044,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6619623 40.3488386, -74.6620123 40.3489408)"
428105907-0,428105907,4272433390,3833035803,2.7368188598887753,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6617123 40.3483379, -74.6617250 40.3483605)"
428105908-0,428105908,4272433391,4272433390,12.104692309685475,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6616618 40.3482362, -74.6617123 40.3483379)"
428105909-0,428105909,4272433393,4272433392,10.595453901097128,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6623075 40.3481974, -74.6624216 40.3481587)"
428105918-0,428105918,4272433433,11124620710,5.299637250049751,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-74.6621264 40.3473870, -74.6621808 40.3473636)"
428105918-1,428105918,11124620710,4272433448,11.952656339578379,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-74.6621808 40.3473636, -74.6621986 40.3473559, -74.6623034 40.3473107)"
428105918-2,428105918,4272433448,4272433450,18.900372952582913,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-74.6623034 40.3473107, -74.6624973 40.3472271)"
428105918-3,428105918,4272433450,4272433439,16.27235225910233,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-74.6624973 40.3472271, -74.6626144 40.3471766, -74.6626510 40.3471723, -74.6626712 40.3471716)"
428105918-4,428105918,4272433439,4272433438,21.73222574251045,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-74.6626712 40.3471716, -74.6627101 40.3471702, -74.6627467 40.3471616, -74.6629044 40.3470972)"
428105919-0,428105919,4272433439,4272433452,11.555104556521782,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-74.6626712 40.3471716, -74.6626052 40.3470808)"
428105919-1,428105919,4272433452,4272433442,27.231405897034797,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-74.6626052 40.3470808, -74.6624877 40.3469191, -74.6624623 40.3468998, -74.6624201 40.3468955)"
428105919-2,428105919,4272433442,4272433451,13.331118867969078,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-74.6624201 40.3468955, -74.6623807 40.3469041, -74.6622786 40.3469463)"
428105919-3,428105919,4272433451,4272433448,52.60312837049191,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-74.6622786 40.3469463, -74.6621526 40.3469985, -74.6621188 40.3470157, -74.6621132 40.3470414, -74.6621301 40.3470758, -74.6623034 40.3473107)"
428105920-0,428105920,4272433442,4272433449,11.960807220099062,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-74.6624201 40.3468955, -74.6623798 40.3468377, -74.6623521 40.3468014)"
428105921-0,428105921,4272433450,4272433451,36.35043809933388,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-74.6624973 40.3472271, -74.6622786 40.3469463)"
428105922-0,428105922,4272433452,4272433453,14.624049593393133,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-74.6626052 40.3470808, -74.6627580 40.3470200)"
428105930-0,428105930,4272433490,5952890664,4.859766625066119,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-74.6625820 40.3466992, -74.6625560 40.3466603)"
428105930-1,428105930,5952890664,4272433496,88.50067532265368,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-74.6625560 40.3466603, -74.6623779 40.3463934, -74.6623610 40.3463590, -74.6623610 40.3463354, -74.6623835 40.3463011, -74.6624286 40.3462796, -74.6628368 40.3461058)"
428106195-0,428106195,4272435861,3833683072,3.44275218136238,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6615260 40.3479959, -74.6615119 40.3479669)"
428106195-1,428106195,3833683072,2111677260,32.69324162986278,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6615119 40.3479669, -74.6611645 40.3478398)"
428106195-2,428106195,2111677260,2111677259,28.689458562723885,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6611645 40.3478398, -74.6608339 40.3477856)"
428106195-3,428106195,2111677259,945429203,14.591172140209299,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6608339 40.3477856, -74.6606652 40.3477601)"
428106196-0,428106196,4272435860,4272435861,10.668327742346605,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6615758 40.3480839, -74.6615260 40.3479959)"
428106197-0,428106197,494671844,4272435866,14.805944387455556,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6609082 40.3476057, -74.6609792 40.3474842)"
428106200-0,428106200,4272435867,1546724231,9.256561659344833,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6614341 40.3468194, -74.6613376 40.3468582)"
428106202-0,428106202,4272435873,3046623888,4.843546735111154,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6608625 40.3461532, -74.6608125 40.3461742)"
428106203-0,428106203,4272435872,4272435873,3.611134426364562,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6608993 40.3461369, -74.6608625 40.3461532)"
428106204-0,428106204,4272435874,10034247611,7.133199626689391,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6610940 40.3466145, -74.6610513 40.3465593)"
428106204-1,428106204,10034247611,10034247610,12.564705702918305,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6610513 40.3465593, -74.6610060 40.3465008, -74.6609486 40.3465111)"
428106204-2,428106204,10034247610,10034247608,8.839916100622448,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6609486 40.3465111, -74.6608474 40.3465300)"
428106204-3,428106204,10034247608,4272435878,20.3651321687229,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6608474 40.3465300, -74.6608425 40.3465141, -74.6606343 40.3465649)"
428106204-4,428106204,4272435878,9910681505,26.707270909821816,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6606343 40.3465649, -74.6603372 40.3466442)"
428106572-0,428106572,4272441439,4272441450,9.747416594293735,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-74.6528946 40.3475442, -74.6530031 40.3475154)"
428106572-1,428106572,4272441450,4272441450,121.33209127098637,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-74.6530031 40.3475154, -74.6534329 40.3474014, -74.6534590 40.3473889, -74.6534720 40.3473691, -74.6534688 40.3473368, -74.6534232 40.3472450, -74.6533971 40.3472301, -74.6533548 40.3472326, -74.6529705 40.3473319, -74.6529444 40.3473468, -74.6529444 40.3473765, -74.6530031 40.3475154)"
447492772-0,447492772,3018894398,4446013558,18.01577298794498,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6573981 40.3455858, -74.6572114 40.3456629)"
447492772-1,447492772,4446013558,4446013559,17.85251402441838,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6572114 40.3456629, -74.6574184 40.3456341)"
447492772-2,447492772,4446013559,4446013560,18.69167579325534,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6574184 40.3456341, -74.6572315 40.3457230)"
457113536-0,457113536,4533149943,4533149944,13.827074790727437,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6620633 40.3482791, -74.6620388 40.3484019)"
457121810-0,457121810,1544446684,4533166894,44.70245180344742,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6607974 40.3470002, -74.6610086 40.3473681)"
457121811-0,457121811,4533166895,4533166893,5.069472740983869,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6610955 40.3473971, -74.6610405 40.3473793)"
457121811-1,457121811,4533166893,4533166894,2.9797621322156815,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6610405 40.3473793, -74.6610086 40.3473681)"
457121812-0,457121812,4533166893,4272435866,12.783092374072973,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6610405 40.3473793, -74.6609792 40.3474842)"
457121814-0,457121814,4533166897,1544446684,42.078520855521035,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6612662 40.3468768, -74.6607974 40.3470002)"
457121814-1,457121814,1544446684,2111676785,32.48259407234093,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6607974 40.3470002, -74.6604358 40.3470961)"
457121814-2,457121814,2111676785,10034247612,9.351736024732109,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6604358 40.3470961, -74.6603323 40.3471250)"
457121814-3,457121814,10034247612,2111677254,2.882040693120444,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6603323 40.3471250, -74.6603004 40.3471339)"
457121814-4,457121814,2111677254,2111679059,50.01263685162523,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6603004 40.3471339, -74.6597471 40.3472889)"
457121814-5,457121814,2111679059,2111677264,6.098155225483534,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6597471 40.3472889, -74.6596789 40.3473062)"
457121814-6,457121814,2111677264,2111678790,29.92790832775779,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6596789 40.3473062, -74.6593497 40.3474028)"
457121814-7,457121814,2111678790,495578237,9.025873736047526,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6593497 40.3474028, -74.6592478 40.3474261)"
457121814-8,457121814,495578237,11959213403,2.174065497837534,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6592478 40.3474261, -74.6592235 40.3474323)"
457121814-9,457121814,11959213403,11959212288,24.784418057406008,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6592235 40.3474323, -74.6589464 40.3475028)"
457121814-10,457121814,11959212288,2115087317,14.00061880786725,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6589464 40.3475028, -74.6587899 40.3475427)"
457121814-11,457121814,2115087317,10034266447,35.580526675214635,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6587899 40.3475427, -74.6584789 40.3476240, -74.6583932 40.3476464)"
457121814-12,457121814,10034266447,1546064130,37.29451649104137,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6583932 40.3476464, -74.6583750 40.3476514, -74.6579797 40.3477601)"
457121814-13,457121814,1546064130,10034409410,50.107645540220226,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6579797 40.3477601, -74.6574216 40.3479074)"
457121814-14,457121814,10034409410,11124620725,3.2427805336624425,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6574216 40.3479074, -74.6573857 40.3479174)"
457121814-15,457121814,11124620725,495578238,2.160475719363905,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6573857 40.3479174, -74.6573618 40.3479241)"
457121814-16,457121814,495578238,10034409415,3.050814263308883,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6573618 40.3479241, -74.6573277 40.3479328)"
457121814-17,457121814,10034409415,3833696183,23.925171772414647,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6573277 40.3479328, -74.6570604 40.3480013)"
457121814-18,457121814,3833696183,2115088291,90.51439919432057,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6570604 40.3480013, -74.6563419 40.3481599, -74.6560378 40.3482330)"
457121814-19,457121814,2115088291,9959273719,10.539977862995629,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6560378 40.3482330, -74.6559190 40.3482607)"
457121814-20,457121814,9959273719,3833713751,6.589386249272873,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6559190 40.3482607, -74.6558439 40.3482758)"
457121814-21,457121814,3833713751,1544446683,8.852732709420136,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6558439 40.3482758, -74.6557414 40.3482907)"
457121814-22,457121814,1544446683,9959273720,4.105858354471968,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6557414 40.3482907, -74.6556945 40.3482998)"
457121814-23,457121814,9959273720,1544446686,14.596164912964955,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6556945 40.3482998, -74.6556082 40.3483188, -74.6556296 40.3483793)"
457121822-0,457121822,1544446684,2111676777,30.578507776744264,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6607974 40.3470002, -74.6605421 40.3468063)"
457121822-1,457121822,2111676777,9910681505,25.056180973968278,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6605421 40.3468063, -74.6603372 40.3466442)"
457121822-2,457121822,9910681505,9910681507,10.037024718754227,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6603372 40.3466442, -74.6602540 40.3465801)"
457121822-3,457121822,9910681507,2111676783,39.27316565314405,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6602540 40.3465801, -74.6599717 40.3463005)"
457121827-0,457121827,4533166893,2111675747,36.848271569170926,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6610405 40.3473793, -74.6612099 40.3470745)"
457121827-1,457121827,2111675747,4533166899,20.664124790065795,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6612099 40.3470745, -74.6613095 40.3469051)"
457121839-0,457121839,4533166900,2115083969,34.83118751703327,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6612694 40.3468372, -74.6608732 40.3467552)"
457121839-1,457121839,2115083969,2111676787,16.41513214243155,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6608732 40.3467552, -74.6606865 40.3467165)"
457121839-2,457121839,2111676787,9910681506,9.082034288702873,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6606865 40.3467165, -74.6605832 40.3466951)"
457121839-3,457121839,9910681506,9910681505,21.62627209214288,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6605832 40.3466951, -74.6603372 40.3466442)"
457121843-0,457121843,4533166899,4533166897,4.839400465376452,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6613095 40.3469051, -74.6612662 40.3468768)"
457121843-1,457121843,4533166897,4533166900,4.416578460307672,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6612662 40.3468768, -74.6612694 40.3468372)"
457121845-0,457121845,4533166899,1546724231,5.739411602599624,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6613095 40.3469051, -74.6613376 40.3468582)"
457121845-1,457121845,1546724231,4533166897,6.401695002499067,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6613376 40.3468582, -74.6612662 40.3468768)"
457121847-0,457121847,4533166900,1546724231,6.240512623712206,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6612694 40.3468372, -74.6613376 40.3468582)"
457121850-0,457121850,3833707907,3833707908,22.17996979684216,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6575097 40.3441011, -74.6574209 40.3439137)"
457121852-0,457121852,3833707907,4533166901,24.682458393904064,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6575097 40.3441011, -74.6572557 40.3442092)"
457121854-0,457121854,4533166901,2202655459,13.503977022896336,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6572557 40.3442092, -74.6571182 40.3442703)"
457121856-0,457121856,4446013560,4533166902,4.402200074836829,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6572315 40.3457230, -74.6572191 40.3456846)"
457121858-0,457121858,4533166902,4446013558,2.5023975299392625,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6572191 40.3456846, -74.6572114 40.3456629)"
457121859-0,457121859,4446013558,4533166903,4.610971545531686,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6572114 40.3456629, -74.6571983 40.3456227)"
457121860-0,457121860,3018894398,4533166903,17.442021174953535,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6573981 40.3455858, -74.6571983 40.3456227)"
458563787-0,458563787,4446013560,3833720822,1.4967245255540895,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6572315 40.3457230, -74.6572369 40.3457358)"
459452334-0,459452334,10031646689,4552986550,14.199800088829585,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6544148 40.3462443, -74.6543978 40.3461174)"
459452335-0,459452335,5945447839,4552986550,37.56521704256502,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6540129 40.3462842, -74.6543978 40.3461174)"
459452335-1,459452335,4552986550,3833720836,59.00040438196514,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6543978 40.3461174, -74.6548290 40.3459224, -74.6550214 40.3459033)"
459452337-0,459452337,5945447840,3833720836,53.56719871705301,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6555720 40.3456678, -74.6550214 40.3459033)"
459452338-0,459452338,3018890022,4552986551,7.410961823254692,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6558579 40.3458769, -74.6557794 40.3459061)"
459452339-0,459452339,4552986551,4552986552,5.7520709147278515,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6557794 40.3459061, -74.6557445 40.3458618)"
459452362-0,459452362,4552986569,3833709720,30.963067852159547,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6566701 40.3447435, -74.6564722 40.3445098)"
459452363-0,459452363,3833707906,3833707890,22.80086111157806,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6578580 40.3442742, -74.6577630 40.3440826)"
459452365-0,459452365,10034409372,10034409373,10.746229830518839,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6576895 40.3450002, -74.6576246 40.3449173)"
459452365-1,459452365,10034409373,2202655459,83.86486347442234,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6576246 40.3449173, -74.6571182 40.3442703)"
459452365-2,459452365,2202655459,10031651441,4.211067005794832,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6571182 40.3442703, -74.6570928 40.3442378)"
459452365-3,459452365,10031651441,2202655613,47.161407842727535,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6570928 40.3442378, -74.6568075 40.3438742)"
459452365-4,459452365,2202655613,10031651446,48.51732182628733,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6568075 40.3438742, -74.6567257 40.3437694, -74.6565834 40.3435866, -74.6565589 40.3435370, -74.6565435 40.3434901)"
459452367-0,459452367,3833707902,4552986572,1.4868155871413637,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6580155 40.3444304, -74.6579987 40.3444342)"
459452367-1,459452367,4552986572,3833707903,4.043037436300712,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6579987 40.3444342, -74.6579525 40.3444431)"
459452369-0,459452369,3833707900,3833707903,22.32987674381945,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6580300 40.3446348, -74.6579525 40.3444431)"
459452369-1,459452369,3833707903,3833707906,20.701263749775684,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6579525 40.3444431, -74.6579340 40.3443959, -74.6579227 40.3443790, -74.6579011 40.3443611, -74.6578865 40.3443432, -74.6578580 40.3442742)"
459452370-0,459452370,3833707888,3833707901,17.067078936815967,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6585450 40.3445120, -74.6583527 40.3445570)"
459452370-1,459452370,3833707901,4552986570,24.48279176428034,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6583527 40.3445570, -74.6580758 40.3446189)"
459452371-0,459452371,4552986570,4552986571,7.708351800511656,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6580758 40.3446189, -74.6580471 40.3445532)"
459452372-0,459452372,4552986571,4552986572,13.868820597457258,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6580471 40.3445532, -74.6579987 40.3444342)"
459452372-1,459452372,4552986572,4552986573,20.72902478016819,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6579987 40.3444342, -74.6579278 40.3442560)"
459452375-0,459452375,10997305495,10997305494,11.71150964225649,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6583406 40.3439608, -74.6583810 40.3440614)"
459640710-0,459640710,3833720828,3833720825,13.073387972154238,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6571547 40.3460675, -74.6570688 40.3461650)"
459640837-0,459640837,2115087318,3833722883,11.105536566086219,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6580553 40.3460034, -74.6580205 40.3460016, -74.6579845 40.3460043, -74.6579271 40.3460172)"
459656764-0,459656764,1544671509,4554537359,18.08463998994748,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6555996 40.3483929, -74.6557164 40.3485288)"
459656764-1,459656764,4554537359,4554537361,17.010012841283913,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6557164 40.3485288, -74.6558194 40.3486599)"
459656764-2,459656764,4554537361,4554537365,69.25152579061604,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6558194 40.3486599, -74.6562386 40.3491937)"
459656764-3,459656764,4554537365,8948919374,13.283953737790481,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6562386 40.3491937, -74.6563190 40.3492961)"
459656764-4,459656764,8948919374,4554537360,3.156323175353425,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6563190 40.3492961, -74.6563375 40.3493207)"
459656764-5,459656764,4554537360,10034452963,6.007779576775822,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6563375 40.3493207, -74.6563716 40.3493680)"
459656764-6,459656764,10034452963,8948919376,3.4169711002491203,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6563716 40.3493680, -74.6563910 40.3493949)"
459656764-7,459656764,8948919376,8948919383,31.17467262791688,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6563910 40.3493949, -74.6564264 40.3494386, -74.6565731 40.3496381)"
