id,osm_id,source,target,length,foot,car_forward,car_backward,bike_forward,bike_backward,train,wkt
201512216-5,201512216,2702954460,3629249219,3.7107597150613976,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6596326 40.3483232, -74.6596172 40.3482920)"
201512216-6,201512216,3629249219,11959213414,48.484125143780204,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6596172 40.3482920, -74.6594158 40.3478844)"
201512216-7,201512216,11959213414,2115090989,3.925189951964433,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6594158 40.3478844, -74.6593995 40.3478514)"
201512217-0,201512217,6127152656,2124679066,4.983905235733267,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6601750 40.3494483, -74.6601543 40.3494064)"
201512217-1,201512217,2124679066,2115090991,81.87796074514125,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6601543 40.3494064, -74.6601329 40.3493635, -74.6598137 40.3487182)"
201512260-0,201512260,2115091341,2115091342,4.823861323847092,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6601811 40.3485270, -74.6601292 40.3485093)"
201512260-1,201512260,2115091342,2115091339,18.928607673774415,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6601292 40.3485093, -74.6599226 40.3484451)"
201512260-2,201512260,2115091339,2115090994,26.067622611943094,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6599226 40.3484451, -74.6596436 40.3483470)"
201512261-0,201512261,2115091340,11959213448,39.99913295854934,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6585675 40.3480823, -74.6584300 40.3477386)"
201512261-1,201512261,11959213448,10034266447,10.727948918451666,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6584300 40.3477386, -74.6584000 40.3476634, -74.6583932 40.3476464)"
201512276-0,201512276,2115091341,2115091379,42.09850371168028,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6601811 40.3485270, -74.6600185 40.3481697)"
201512276-1,201512276,2115091379,2115091339,31.718439512300492,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6600185 40.3481697, -74.6599226 40.3484451)"
201512276-2,201512276,2115091339,3629249220,15.437099662254004,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6599226 40.3484451, -74.6598702 40.3485779)"
201512276-3,201512276,3629249220,2115090991,16.33705191607414,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6598702 40.3485779, -74.6598137 40.3487182)"
201512370-0,201512370,11959213448,11959213451,27.74847840786846,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6584300 40.3477386, -74.6584162 40.3477798, -74.6583693 40.3478493, -74.6582804 40.3479586)"
201512370-1,201512370,11959213451,11124620719,24.455104674664753,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6582804 40.3479586, -74.6582392 40.3480057, -74.6581655 40.3481588)"
201512370-2,201512370,11124620719,2115083986,3.9942207309885003,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6581655 40.3481588, -74.6581497 40.3481926)"
201512370-3,201512370,2115083986,2115092032,64.04862870796605,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6581497 40.3481926, -74.6580122 40.3484985, -74.6579050 40.3487369)"
210146064-0,210146064,10031651443,1539951797,4.384905762486434,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6569709 40.3442920, -74.6569257 40.3443111)"
210146064-1,210146064,1539951797,2202654310,35.37665006842687,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6569257 40.3443111, -74.6568947 40.3443481, -74.6567123 40.3444396, -74.6565836 40.3444835)"
210146064-2,210146064,2202654310,3833709720,9.894607827610892,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6565836 40.3444835, -74.6564722 40.3445098)"
210146064-3,210146064,3833709720,3833714261,46.194390380030654,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6564722 40.3445098, -74.6564317 40.3445115, -74.6563887 40.3445132, -74.6563604 40.3445191, -74.6563307 40.3445315, -74.6563073 40.3445501, -74.6562840 40.3445636, -74.6561900 40.3445874, -74.6559665 40.3446440)"
210146064-4,210146064,3833714261,2202656034,59.90742932773838,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6559665 40.3446440, -74.6555825 40.3447519, -74.6554729 40.3447813, -74.6553020 40.3448259)"
210146064-5,210146064,2202656034,3833713752,10.108372994969695,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6553020 40.3448259, -74.6551907 40.3448583)"
210146064-6,210146064,3833713752,3833020333,50.08553540190144,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6551907 40.3448583, -74.6546355 40.3450112)"
210146064-7,210146064,3833020333,299815456,3.9879473155818954,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6546355 40.3450112, -74.6545917 40.3450242)"
210146182-0,210146182,2202655614,3833707908,3.301302441467177,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6574464 40.3438913, -74.6574209 40.3439137)"
210146182-1,210146182,3833707908,10031651440,32.77779288532048,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6574209 40.3439137, -74.6572033 40.3441570)"
210146194-0,210146194,10031651438,1539951963,4.728889572614671,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6566446 40.3438843, -74.6565895 40.3438907)"
210146194-1,210146194,1539951963,2202655612,32.648769019745686,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6565895 40.3438907, -74.6562178 40.3439666)"
210146194-2,210146194,2202655612,2202656097,31.889875084850654,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6562178 40.3439666, -74.6558649 40.3440652)"
210146194-3,210146194,2202656097,10031651436,25.542909181654203,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6558649 40.3440652, -74.6555822 40.3441441)"
210146194-4,210146194,10031651436,2202656035,59.93011245075909,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6555822 40.3441441, -74.6549190 40.3443294)"
210146194-5,210146194,2202656035,3833714269,12.135098855081504,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6549190 40.3443294, -74.6547847 40.3443669)"
210146194-6,210146194,3833714269,3833714268,22.708157950167863,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6547847 40.3443669, -74.6545334 40.3444371)"
210146194-7,210146194,3833714268,10031651437,24.662502650773565,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6545334 40.3444371, -74.6542605 40.3445134)"
210146242-0,210146242,2202656034,10031648527,15.035045885202203,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6553020 40.3448259, -74.6552078 40.3447115)"
210146242-1,210146242,10031648527,3833714272,23.997542722353156,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6552078 40.3447115, -74.6550764 40.3445206)"
210146242-2,210146242,3833714272,2202656035,25.12677342111699,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6550764 40.3445206, -74.6549190 40.3443294)"
210146242-3,210146242,2202656035,2202656032,60.33383292396473,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6549190 40.3443294, -74.6552995 40.3440675, -74.6554480 40.3439672)"
210146242-4,210146242,2202656032,3833714264,59.044567613099375,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6554480 40.3439672, -74.6555760 40.3438933, -74.6557011 40.3438306, -74.6560331 40.3436811)"
210146242-5,210146242,3833714264,2202656008,32.71885218513607,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6560331 40.3436811, -74.6563662 40.3435330)"
210146242-6,210146242,2202656008,10034409404,6.749455064107973,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6563662 40.3435330, -74.6564357 40.3435035)"
210146251-0,210146251,2202656097,2202656007,23.72102671529009,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6558649 40.3440652, -74.6561317 40.3441289)"
210146251-1,210146251,2202656007,2202654309,21.40617664814553,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6561317 40.3441289, -74.6563735 40.3441838)"
210146251-2,210146251,2202654309,1539951797,48.94693938235241,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6563735 40.3441838, -74.6569257 40.3443111)"
210187684-0,210187684,4533166901,10031651440,7.316500633669913,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6572557 40.3442092, -74.6572033 40.3441570)"
210187684-1,210187684,10031651440,2202935418,2.8642990562775728,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6572033 40.3441570, -74.6571922 40.3441327)"
210187684-2,210187684,2202935418,2202935419,28.208025915516863,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6571922 40.3441327, -74.6571485 40.3438815)"
210187684-3,210187684,2202935419,10031667289,12.697627035351589,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6571485 40.3438815, -74.6571301 40.3437683)"
210187684-4,210187684,10031667289,2202935417,2.7814891920184315,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6571301 40.3437683, -74.6571261 40.3437435)"
210187684-5,210187684,2202935417,2202935416,3.420916086765317,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6571261 40.3437435, -74.6571320 40.3437131)"
210274748-0,210274748,1546023995,3833696174,30.59702231289172,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-74.6579234 40.3487714, -74.6580764 40.3490203)"
210274748-1,210274748,3833696174,3833696176,18.215220917013607,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-74.6580764 40.3490203, -74.6581677 40.3491684)"
210274748-2,210274748,3833696176,3833718054,26.445506088900324,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-74.6581677 40.3491684, -74.6583003 40.3493834)"
210274748-3,210274748,3833718054,3833718055,36.11509988295123,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-74.6583003 40.3493834, -74.6583490 40.3494624, -74.6584817 40.3496769)"
210274748-4,210274748,3833718055,8942181837,22.11921549158342,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-74.6584817 40.3496769, -74.6585839 40.3498597)"
210274748-5,210274748,8942181837,104109694,13.712098227151298,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(-74.6585839 40.3498597, -74.6586390 40.3499755)"
264636965-0,264636965,2115090988,2702954460,77.38103035599057,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6587692 40.3485473, -74.6596326 40.3483232)"
264636967-0,264636967,2115091342,3629249220,23.262286997593506,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6601292 40.3485093, -74.6598702 40.3485779)"
264636967-1,264636967,3629249220,2115090993,9.571935176927115,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6598702 40.3485779, -74.6597633 40.3486054)"
266257025-0,266257025,2718342231,2934334779,28.74478139939303,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6532122 40.3435994, -74.6530554 40.3433705)"
266257025-1,266257025,2934334779,3654876029,186.91660719536702,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6530554 40.3433705, -74.6530520 40.3433388, -74.6530453 40.3433041, -74.6530296 40.3432756, -74.6529803 40.3432139, -74.6529208 40.3431267, -74.6528822 40.3430605, -74.6528253 40.3429452, -74.6527365 40.3427263, -74.6527108 40.3426631, -74.6526656 40.3425598, -74.6526390 40.3425166, -74.6525901 40.3424569, -74.6525123 40.3423579, -74.6524738 40.3423000, -74.6524303 40.3422294, -74.6523967 40.3421644, -74.6523701 40.3421042, -74.6523507 40.3420388, -74.6523396 40.3419839, -74.6523323 40.3419187, -74.6523280 40.3418056)"
287889523-0,287889523,10031499534,10031506699,302.33554985301504,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6511568 40.3424258, -74.6512181 40.3424815, -74.6513671 40.3426777, -74.6514476 40.3428425, -74.6516200 40.3430136, -74.6516821 40.3431329, -74.6517928 40.3432513, -74.6519064 40.3433712, -74.6519358 40.3434668, -74.6519868 40.3435542, -74.6520849 40.3436302, -74.6522099 40.3438319, -74.6522593 40.3439360, -74.6523244 40.3440277, -74.6524525 40.3441230, -74.6525998 40.3442632, -74.6526761 40.3443647, -74.6527293 40.3444610, -74.6527130 40.3445286, -74.6527879 40.3446355, -74.6529030 40.3446936, -74.6529366 40.3447131)"
289900410-0,289900410,1539768558,2934334779,61.036554644340576,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6537346 40.3431898, -74.6530554 40.3433705)"
289900410-1,289900410,2934334779,6875736964,29.311706294284,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6530554 40.3433705, -74.6530429 40.3434015, -74.6530206 40.3434370, -74.6529865 40.3434749, -74.6529290 40.3435244, -74.6528648 40.3435870)"
289900410-2,289900410,6875736964,1539768601,40.23260708044655,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6528648 40.3435870, -74.6527972 40.3436054, -74.6527415 40.3436076, -74.6526808 40.3436054, -74.6526006 40.3435916, -74.6527036 40.3437255)"
297183260-0,297183260,3010343673,4272411196,52.48361733054138,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6530362 40.3496450, -74.6528892 40.3500792, -74.6528806 40.3501013)"
297183264-0,297183264,4272411197,4272411196,37.848057432486534,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6524622 40.3502193, -74.6528806 40.3501013)"
297183264-1,297183264,4272411196,3010343679,39.94472801866563,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6528806 40.3501013, -74.6533233 40.3499791)"
297183265-0,297183265,3010343680,5710182598,21.45727271009212,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6523481 40.3499861, -74.6525915 40.3500385)"
297183265-1,297183265,5710182598,4272411196,25.503603340531242,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6525915 40.3500385, -74.6528434 40.3500927, -74.6528806 40.3501013)"
297183266-0,297183266,1544591137,5710182598,54.825319417089055,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6529986 40.3496560, -74.6525915 40.3500385)"
297183266-1,297183266,5710182598,3010343682,20.09452254831895,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6525915 40.3500385, -74.6524423 40.3501787)"
297952350-0,297952350,299813413,3018543885,16.577551730609358,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(-74.6564709 40.3473287, -74.6564436 40.3473085, -74.6564158 40.3472973, -74.6563849 40.3472925, -74.6563536 40.3472946, -74.6563244 40.3473035, -74.6562996 40.3473183)"
297952350-1,297952350,3018543885,1539807967,12.38932112815963,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(-74.6562996 40.3473183, -74.6562815 40.3473379, -74.6562714 40.3473606, -74.6562702 40.3473846, -74.6562881 40.3474215)"
297952350-2,297952350,1539807967,3018543881,1.7790779110049761,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(-74.6562881 40.3474215, -74.6563010 40.3474341)"
297952351-0,297952351,3018543881,3018543894,24.273229815304877,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(-74.6563010 40.3474341, -74.6563305 40.3474503, -74.6563654 40.3474583, -74.6564018 40.3474571, -74.6564356 40.3474469, -74.6564632 40.3474287, -74.6564814 40.3474047, -74.6564882 40.3473774, -74.6564845 40.3473538)"
297952351-1,297952351,3018543894,299813413,3.022964830535557,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(-74.6564845 40.3473538, -74.6564709 40.3473287)"
297952425-0,297952425,3018543885,11124620736,2.519236889219678,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6562996 40.3473183, -74.6562786 40.3473023)"
297952425-1,297952425,11124620736,2115088308,48.33896933277962,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6562786 40.3473023, -74.6560240 40.3471082, -74.6559244 40.3469676)"
297952693-0,297952693,3018550467,11124620726,2.9298448537546617,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6572071 40.3475982, -74.6572400 40.3475902)"
297952693-1,297952693,11124620726,11959213424,21.328289947877806,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6572400 40.3475902, -74.6574796 40.3475322)"
297952694-0,297952694,3018550468,11124620730,2.3834282594115916,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6569587 40.3472509, -74.6569526 40.3472300)"
297952694-1,297952694,11124620730,2115088318,72.7173909838748,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6569526 40.3472300, -74.6568913 40.3470193, -74.6568515 40.3469314, -74.6566248 40.3469754, -74.6565753 40.3468136)"
297952694-2,297952694,2115088318,10031648499,2.6058198653504157,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6565753 40.3468136, -74.6565678 40.3467909)"
297952694-3,297952694,10031648499,3018894389,3.191578986064142,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6565678 40.3467909, -74.6565586 40.3467631)"
297956218-0,297956218,5710182623,5710182624,25.774470025637683,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6556998 40.3475679, -74.6556713 40.3476264, -74.6556638 40.3476891, -74.6556755 40.3477949)"
297956218-1,297956218,5710182624,3833713750,33.724423990348406,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6556755 40.3477949, -74.6557336 40.3480946)"
297956218-2,297956218,3833713750,1544446683,23.3953211589195,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6557336 40.3480946, -74.6557530 40.3481884, -74.6557301 40.3481943, -74.6557414 40.3482907)"
297985648-0,297985648,3018872108,2202654959,25.75161499576212,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6568643 40.3457084, -74.6566833 40.3458941)"
297985648-1,297985648,2202654959,10031648497,18.79162546366889,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6566833 40.3458941, -74.6565675 40.3460380)"
297985648-2,297985648,10031648497,2115083973,21.478296532434875,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6565675 40.3460380, -74.6564352 40.3462025)"
297985648-3,297985648,2115083973,10031648473,22.273497878148387,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6564352 40.3462025, -74.6562922 40.3463703)"
297985648-4,297985648,10031648473,2115088536,19.310344261988387,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6562922 40.3463703, -74.6561483 40.3465047)"
297987937-0,297987937,300686886,3018894390,22.331608834879614,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6562634 40.3468469, -74.6562504 40.3467789, -74.6562589 40.3467236, -74.6562849 40.3466701, -74.6562965 40.3466531)"
297987937-1,297987937,3018894390,300686906,41.019232030337655,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6562965 40.3466531, -74.6563283 40.3466216, -74.6563878 40.3465817, -74.6564631 40.3465533, -74.6565372 40.3465417, -74.6566087 40.3465435, -74.6566800 40.3465583, -74.6567233 40.3465722)"
297987937-2,297987937,300686906,10031648499,48.91474904168491,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6567233 40.3465722, -74.6567636 40.3465913, -74.6567958 40.3466206, -74.6568442 40.3466760, -74.6568694 40.3467348, -74.6565678 40.3467909)"
297987937-3,297987937,10031648499,300686886,26.56717237416608,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6565678 40.3467909, -74.6562634 40.3468469)"
297987938-0,297987938,3018894389,300686906,25.43318971241905,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6565586 40.3467631, -74.6567233 40.3465722)"
297987939-0,297987939,3018894389,3018894390,25.385310406148825,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6565586 40.3467631, -74.6562965 40.3466531)"
297987940-0,297987940,2115088294,4272441395,9.686139317151557,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6551377 40.3477791, -74.6550768 40.3477055)"
297987940-1,297987940,4272441395,2115088285,50.546851030451414,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6550768 40.3477055, -74.6550088 40.3476234, -74.6549282 40.3475201, -74.6549071 40.3474800, -74.6549033 40.3474466, -74.6549071 40.3474115, -74.6549176 40.3473772, -74.6549352 40.3473461, -74.6549713 40.3472976)"
297987940-2,297987940,2115088285,2115088314,10.82835290465874,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6549713 40.3472976, -74.6550704 40.3472363)"
297987940-3,297987940,2115088314,2115088296,33.46760638344831,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6550704 40.3472363, -74.6554131 40.3470874)"
297987940-4,297987940,2115088296,2115088302,36.40756946729957,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6554131 40.3470874, -74.6554995 40.3470466, -74.6555624 40.3469988, -74.6556768 40.3469473, -74.6557679 40.3469063)"
297987940-5,297987940,2115088302,2115088532,16.455327609471947,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6557679 40.3469063, -74.6558992 40.3467975)"
297987941-0,297987941,2115083984,3018894393,6.873500120334697,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6569580 40.3464487, -74.6568902 40.3464149)"
297987941-1,297987941,3018894393,2115083973,45.355525644196405,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6568902 40.3464149, -74.6567562 40.3463505, -74.6565604 40.3462723, -74.6564352 40.3462025)"
297987941-2,297987941,2115083973,2115083975,38.468108601467165,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6564352 40.3462025, -74.6563333 40.3461507, -74.6562421 40.3461153, -74.6561462 40.3460840, -74.6560287 40.3460532)"
297987943-0,297987943,3018894396,3833720818,14.060582718364554,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6581171 40.3460587, -74.6579626 40.3461044)"
297987943-1,297987943,3833720818,3833720819,21.879050401320107,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6579626 40.3461044, -74.6577190 40.3461689)"
297987943-2,297987943,3833720819,10031648477,23.284139619529032,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6577190 40.3461689, -74.6574596 40.3462372)"
297987943-3,297987943,10031648477,10031648474,50.30253233720496,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6574596 40.3462372, -74.6568973 40.3463805)"
297987944-0,297987944,3018894397,3833720822,17.996381034391252,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6574366 40.3456813, -74.6572369 40.3457358)"
297987944-1,297987944,3833720822,3025033375,28.905542019105024,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6572369 40.3457358, -74.6569147 40.3458202)"
297987944-2,297987944,3025033375,2202654959,21.286255140229223,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6569147 40.3458202, -74.6566833 40.3458941)"
297987944-3,297987944,2202654959,10031648498,14.597676186078992,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6566833 40.3458941, -74.6565194 40.3459340)"
297987944-4,297987944,10031648498,2115083975,43.695235840886575,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6565194 40.3459340, -74.6560287 40.3460532)"
297987944-5,297987944,2115083975,10031667316,12.97055956140262,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6560287 40.3460532, -74.6558833 40.3460892)"
297987944-6,297987944,10031667316,2115083978,9.235375588272323,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6558833 40.3460892, -74.6557798 40.3461149)"
297987945-0,297987945,3018894397,4446013559,5.47644549988868,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6574366 40.3456813, -74.6574184 40.3456341)"
297987945-1,297987945,4446013559,3018894398,5.645812438865322,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6574184 40.3456341, -74.6573981 40.3455858)"
297988801-0,297988801,2115088317,2115088314,45.1633127759254,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6555872 40.3473336, -74.6550704 40.3472363)"
297988802-0,297988802,10031646681,5945447839,13.655086307967375,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6540939 40.3463902, -74.6540129 40.3462842)"
297988802-1,297988802,5945447839,10031580458,10.907891120541745,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6540129 40.3462842, -74.6539467 40.3462002)"
297988802-2,297988802,10031580458,10031646707,81.84666370617565,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(-74.6539467 40.3462002, -74.6534500 40.3455699)"
