SegmentID,M,D,HH,Yr,Boro,Vol,WktGeom,street,fromSt,toSt,Direction
36369,10,17,17,2023,Manhattan,2356,POINT (994214.9732317923 216043.31446641852),EAST 58 STREET,Ed Koch Queensboro Bridge Appr,2 Avenue,NB
36369,10,17,16,2023,Manhattan,2308,POINT (994214.9732317923 216043.31446641852),EAST 58 STREET,Ed Koch Queensboro Bridge Appr,2 Avenue,NB
36369,10,17,18,2023,Manhattan,2143,POINT (994214.9732317923 216043.31446641852),EAST 58 STREET,Ed Koch Queensboro Bridge Appr,2 Avenue,NB
36369,10,17,19,2023,Manhattan,2125,POINT (994214.9732317923 216043.31446641852),EAST 58 STREET,Ed Koch Queensboro Bridge Appr,2 Avenue,NB
36369,10,17,15,2023,Manhattan,1859,POINT (994214.9732317923 216043.31446641852),EAST 58 STREET,Ed Koch Queensboro Bridge Appr,2 Avenue,NB
35738,4,23,16,2023,Manhattan,1841,POINT (990295.6651846746 210936.71139934732),3 AVENUE,East 33 Street,East 34 Street,NB
35738,4,23,0,2023,Manhattan,1740,POINT (990295.6651846746 210936.71139934732),3 AVENUE,East 33 Street,East 34 Street,NB
35738,4,23,19,2023,Manhattan,1699,POINT (990295.6651846746 210936.71139934732),3 AVENUE,East 33 Street,East 34 Street,NB
35738,4,23,17,2023,Manhattan,1679,POINT (990295.6651846746 210936.71139934732),3 AVENUE,East 33 Street,East 34 Street,NB
35738,4,23,18,2023,Manhattan,1677,POINT (990295.6651846746 210936.71139934732),3 AVENUE,East 33 Street,East 34 Street,NB
35738,4,23,15,2023,Manhattan,1635,POINT (990295.6651846746 210936.71139934732),3 AVENUE,East 33 Street,East 34 Street,NB
146631,11,1,17,2023,Manhattan,1535,POINT (1002754.5374999298 235875.81836194085),MADISON AVENUE BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
35738,4,24,18,2023,Manhattan,1529,POINT (990295.6651846746 210936.71139934732),3 AVENUE,East 33 Street,East 34 Street,NB
146631,11,3,15,2023,Manhattan,1508,POINT (1002754.5374999298 235875.81836194085),MADISON AVENUE BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
35738,4,24,15,2023,Manhattan,1505,POINT (990295.6651846746 210936.71139934732),3 AVENUE,East 33 Street,East 34 Street,NB
35738,4,24,16,2023,Manhattan,1504,POINT (990295.6651846746 210936.71139934732),3 AVENUE,East 33 Street,East 34 Street,NB
146631,11,3,17,2023,Manhattan,1499,POINT (1002754.5374999298 235875.81836194085),MADISON AVENUE BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
146631,11,3,16,2023,Manhattan,1486,POINT (1002754.5374999298 235875.81836194085),MADISON AVENUE BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
35738,4,23,14,2023,Manhattan,1453,POINT (990295.6651846746 210936.71139934732),3 AVENUE,East 33 Street,East 34 Street,NB
146631,11,1,18,2023,Manhattan,1449,POINT (1002754.5374999298 235875.81836194085),MADISON AVENUE BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
35738,4,23,13,2023,Manhattan,1444,POINT (990295.6651846746 210936.71139934732),3 AVENUE,East 33 Street,East 34 Street,NB
146631,11,2,18,2023,Manhattan,1437,POINT (1002754.5374999298 235875.81836194085),MADISON AVENUE BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
146631,11,3,18,2023,Manhattan,1436,POINT (1002754.5374999298 235875.81836194085),MADISON AVENUE BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
36369,10,17,20,2023,Manhattan,1433,POINT (994214.9732317923 216043.31446641852),EAST 58 STREET,Ed Koch Queensboro Bridge Appr,2 Avenue,NB
146631,11,3,19,2023,Manhattan,1424,POINT (1002754.5374999298 235875.81836194085),MADISON AVENUE BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
71036,11,2,7,2023,Manhattan,1421,POINT (1002564.5610851326 240983.75683398134),MACOMBS DAM BRIDGE,Harlem River Shoreline,Harlem River Shoreline,WB
71036,11,1,7,2023,Manhattan,1420,POINT (1002564.5610851326 240983.75683398134),MACOMBS DAM BRIDGE,Harlem River Shoreline,Harlem River Shoreline,WB
146631,11,1,15,2023,Manhattan,1414,POINT (1002754.5374999298 235875.81836194085),MADISON AVENUE BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
35738,4,23,12,2023,Manhattan,1411,POINT (990295.6651846746 210936.71139934732),3 AVENUE,East 33 Street,East 34 Street,NB
35738,4,23,20,2023,Manhattan,1403,POINT (990295.6651846746 210936.71139934732),3 AVENUE,East 33 Street,East 34 Street,NB
146631,11,1,16,2023,Manhattan,1396,POINT (1002754.5374999298 235875.81836194085),MADISON AVENUE BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
35738,4,24,14,2023,Manhattan,1395,POINT (990295.6651846746 210936.71139934732),3 AVENUE,East 33 Street,East 34 Street,NB
71036,11,2,8,2023,Manhattan,1393,POINT (1002564.5610851326 240983.75683398134),MACOMBS DAM BRIDGE,Harlem River Shoreline,Harlem River Shoreline,WB
71036,11,6,7,2023,Manhattan,1387,POINT (1002564.5610851326 240983.75683398134),MACOMBS DAM BRIDGE,Harlem River Shoreline,Harlem River Shoreline,WB
35738,4,23,1,2023,Manhattan,1385,POINT (990295.6651846746 210936.71139934732),3 AVENUE,East 33 Street,East 34 Street,NB
146631,11,2,14,2023,Manhattan,1384,POINT (1002754.5374999298 235875.81836194085),MADISON AVENUE BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
71036,11,2,9,2023,Manhattan,1380,POINT (1002564.5610851326 240983.75683398134),MACOMBS DAM BRIDGE,Harlem River Shoreline,Harlem River Shoreline,WB
71036,11,3,8,2023,Manhattan,1371,POINT (1002564.5610851326 240983.75683398134),MACOMBS DAM BRIDGE,Harlem River Shoreline,Harlem River Shoreline,WB
35738,4,24,13,2023,Manhattan,1368,POINT (990295.6651846746 210936.71139934732),3 AVENUE,East 33 Street,East 34 Street,NB
146631,11,2,17,2023,Manhattan,1361,POINT (1002754.5374999298 235875.81836194085),MADISON AVENUE BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
146631,11,1,14,2023,Manhattan,1343,POINT (1002754.5374999298 235875.81836194085),MADISON AVENUE BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
35738,4,24,17,2023,Manhattan,1333,POINT (990295.6651846746 210936.71139934732),3 AVENUE,East 33 Street,East 34 Street,NB
71036,11,6,8,2023,Manhattan,1324,POINT (1002564.5610851326 240983.75683398134),MACOMBS DAM BRIDGE,Harlem River Shoreline,Harlem River Shoreline,WB
146631,11,2,19,2023,Manhattan,1324,POINT (1002754.5374999298 235875.81836194085),MADISON AVENUE BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
146631,11,2,15,2023,Manhattan,1320,POINT (1002754.5374999298 235875.81836194085),MADISON AVENUE BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
146631,11,2,16,2023,Manhattan,1315,POINT (1002754.5374999298 235875.81836194085),MADISON AVENUE BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
36369,10,17,22,2023,Manhattan,1314,POINT (994214.9732317923 216043.31446641852),EAST 58 STREET,Ed Koch Queensboro Bridge Appr,2 Avenue,NB
35738,4,24,19,2023,Manhattan,1314,POINT (990295.6651846746 210936.71139934732),3 AVENUE,East 33 Street,East 34 Street,NB
146631,11,3,14,2023,Manhattan,1314,POINT (1002754.5374999298 235875.81836194085),MADISON AVENUE BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
146631,11,1,19,2023,Manhattan,1298,POINT (1002754.5374999298 235875.81836194085),MADISON AVENUE BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
71036,11,1,9,2023,Manhattan,1296,POINT (1002564.5610851326 240983.75683398134),MACOMBS DAM BRIDGE,Harlem River Shoreline,Harlem River Shoreline,WB
71036,11,3,9,2023,Manhattan,1294,POINT (1002564.5610851326 240983.75683398134),MACOMBS DAM BRIDGE,Harlem River Shoreline,Harlem River Shoreline,WB
35738,4,23,21,2023,Manhattan,1293,POINT (990295.6651846746 210936.71139934732),3 AVENUE,East 33 Street,East 34 Street,NB
71036,11,3,7,2023,Manhattan,1290,POINT (1002564.5610851326 240983.75683398134),MACOMBS DAM BRIDGE,Harlem River Shoreline,Harlem River Shoreline,WB
71036,11,4,14,2023,Manhattan,1289,POINT (1002564.5610851326 240983.75683398134),MACOMBS DAM BRIDGE,Harlem River Shoreline,Harlem River Shoreline,WB
36369,10,17,13,2023,Manhattan,1279,POINT (994214.9732317923 216043.31446641852),EAST 58 STREET,Ed Koch Queensboro Bridge Appr,2 Avenue,NB
35738,4,23,2,2023,Manhattan,1275,POINT (990295.6651846746 210936.71139934732),3 AVENUE,East 33 Street,East 34 Street,NB
35738,4,24,12,2023,Manhattan,1275,POINT (990295.6651846746 210936.71139934732),3 AVENUE,East 33 Street,East 34 Street,NB
71036,11,1,8,2023,Manhattan,1271,POINT (1002564.5610851326 240983.75683398134),MACOMBS DAM BRIDGE,Harlem River Shoreline,Harlem River Shoreline,WB
36369,10,17,14,2023,Manhattan,1266,POINT (994214.9732317923 216043.31446641852),EAST 58 STREET,Ed Koch Queensboro Bridge Appr,2 Avenue,NB
71036,11,4,16,2023,Manhattan,1262,POINT (1002564.5610851326 240983.75683398134),MACOMBS DAM BRIDGE,Harlem River Shoreline,Harlem River Shoreline,WB
146631,11,2,13,2023,Manhattan,1254,POINT (1002754.5374999298 235875.81836194085),MADISON AVENUE BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
146631,11,3,20,2023,Manhattan,1239,POINT (1002754.5374999298 235875.81836194085),MADISON AVENUE BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
36369,10,17,21,2023,Manhattan,1239,POINT (994214.9732317923 216043.31446641852),EAST 58 STREET,Ed Koch Queensboro Bridge Appr,2 Avenue,NB
146631,11,3,13,2023,Manhattan,1238,POINT (1002754.5374999298 235875.81836194085),MADISON AVENUE BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
146631,11,4,16,2023,Manhattan,1233,POINT (1002754.5374999298 235875.81836194085),MADISON AVENUE BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
35738,4,23,11,2023,Manhattan,1232,POINT (990295.6651846746 210936.71139934732),3 AVENUE,East 33 Street,East 34 Street,NB
34338,5,29,18,2023,Manhattan,1228,POINT (987861.139171362 220283.7730809795),AMSTERDAM AVENUE,West 60 Street,West 61 Street,NB
35738,4,24,20,2023,Manhattan,1228,POINT (990295.6651846746 210936.71139934732),3 AVENUE,East 33 Street,East 34 Street,NB
146631,11,4,15,2023,Manhattan,1224,POINT (1002754.5374999298 235875.81836194085),MADISON AVENUE BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
71036,11,6,9,2023,Manhattan,1223,POINT (1002564.5610851326 240983.75683398134),MACOMBS DAM BRIDGE,Harlem River Shoreline,Harlem River Shoreline,WB
71036,11,4,15,2023,Manhattan,1217,POINT (1002564.5610851326 240983.75683398134),MACOMBS DAM BRIDGE,Harlem River Shoreline,Harlem River Shoreline,WB
33662,10,1,17,2023,Manhattan,1214,POINT (985276.3554529254 213760.20564827658),9 AVENUE,West 35 Street,West 34 Street,SB
146631,11,4,17,2023,Manhattan,1211,POINT (1002754.5374999298 235875.81836194085),MADISON AVENUE BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
35738,4,24,10,2023,Manhattan,1211,POINT (990295.6651846746 210936.71139934732),3 AVENUE,East 33 Street,East 34 Street,NB
35738,4,24,11,2023,Manhattan,1207,POINT (990295.6651846746 210936.71139934732),3 AVENUE,East 33 Street,East 34 Street,NB
33662,10,1,14,2023,Manhattan,1205,POINT (985276.3554529254 213760.20564827658),9 AVENUE,West 35 Street,West 34 Street,SB
35738,4,24,22,2023,Manhattan,1200,POINT (990295.6651846746 210936.71139934732),3 AVENUE,East 33 Street,East 34 Street,NB
35738,4,24,21,2023,Manhattan,1198,POINT (990295.6651846746 210936.71139934732),3 AVENUE,East 33 Street,East 34 Street,NB
71036,11,4,13,2023,Manhattan,1196,POINT (1002564.5610851326 240983.75683398134),MACOMBS DAM BRIDGE,Harlem River Shoreline,Harlem River Shoreline,WB
71036,11,4,17,2023,Manhattan,1192,POINT (1002564.5610851326 240983.75683398134),MACOMBS DAM BRIDGE,Harlem River Shoreline,Harlem River Shoreline,WB
33662,10,1,16,2023,Manhattan,1188,POINT (985276.3554529254 213760.20564827658),9 AVENUE,West 35 Street,West 34 Street,SB
36369,10,17,11,2023,Manhattan,1182,POINT (994214.9732317923 216043.31446641852),EAST 58 STREET,Ed Koch Queensboro Bridge Appr,2 Avenue,NB
71036,11,2,14,2023,Manhattan,1181,POINT (1002564.5610851326 240983.75683398134),MACOMBS DAM BRIDGE,Harlem River Shoreline,Harlem River Shoreline,WB
71036,11,6,13,2023,Manhattan,1178,POINT (1002564.5610851326 240983.75683398134),MACOMBS DAM BRIDGE,Harlem River Shoreline,Harlem River Shoreline,WB
71036,11,4,12,2023,Manhattan,1173,POINT (1002564.5610851326 240983.75683398134),MACOMBS DAM BRIDGE,Harlem River Shoreline,Harlem River Shoreline,WB
35738,4,23,22,2023,Manhattan,1172,POINT (990295.6651846746 210936.71139934732),3 AVENUE,East 33 Street,East 34 Street,NB
71036,11,1,14,2023,Manhattan,1172,POINT (1002564.5610851326 240983.75683398134),MACOMBS DAM BRIDGE,Harlem River Shoreline,Harlem River Shoreline,WB
146631,11,4,13,2023,Manhattan,1171,POINT (1002754.5374999298 235875.81836194085),MADISON AVENUE BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
71036,11,6,14,2023,Manhattan,1169,POINT (1002564.5610851326 240983.75683398134),MACOMBS DAM BRIDGE,Harlem River Shoreline,Harlem River Shoreline,WB
35738,4,24,9,2023,Manhattan,1164,POINT (990295.6651846746 210936.71139934732),3 AVENUE,East 33 Street,East 34 Street,NB
71036,11,3,14,2023,Manhattan,1161,POINT (1002564.5610851326 240983.75683398134),MACOMBS DAM BRIDGE,Harlem River Shoreline,Harlem River Shoreline,WB
146631,11,3,7,2023,Manhattan,1161,POINT (1002754.5374999298 235875.81836194085),MADISON AVENUE BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
71036,11,4,11,2023,Manhattan,1159,POINT (1002564.5610851326 240983.75683398134),MACOMBS DAM BRIDGE,Harlem River Shoreline,Harlem River Shoreline,WB
34338,5,29,16,2023,Manhattan,1158,POINT (987861.139171362 220283.7730809795),AMSTERDAM AVENUE,West 60 Street,West 61 Street,NB
71036,11,2,15,2023,Manhattan,1155,POINT (1002564.5610851326 240983.75683398134),MACOMBS DAM BRIDGE,Harlem River Shoreline,Harlem River Shoreline,WB
146631,11,2,12,2023,Manhattan,1148,POINT (1002754.5374999298 235875.81836194085),MADISON AVENUE BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
33662,10,1,13,2023,Manhattan,1146,POINT (985276.3554529254 213760.20564827658),9 AVENUE,West 35 Street,West 34 Street,SB
36369,10,17,12,2023,Manhattan,1145,POINT (994214.9732317923 216043.31446641852),EAST 58 STREET,Ed Koch Queensboro Bridge Appr,2 Avenue,NB
146631,11,2,20,2023,Manhattan,1145,POINT (1002754.5374999298 235875.81836194085),MADISON AVENUE BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
146631,11,4,18,2023,Manhattan,1143,POINT (1002754.5374999298 235875.81836194085),MADISON AVENUE BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
146631,11,4,14,2023,Manhattan,1142,POINT (1002754.5374999298 235875.81836194085),MADISON AVENUE BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
146631,11,4,19,2023,Manhattan,1140,POINT (1002754.5374999298 235875.81836194085),MADISON AVENUE BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
34338,5,29,17,2023,Manhattan,1138,POINT (987861.139171362 220283.7730809795),AMSTERDAM AVENUE,West 60 Street,West 61 Street,NB
33662,10,3,18,2023,Manhattan,1137,POINT (985276.3554529254 213760.20564827658),9 AVENUE,West 35 Street,West 34 Street,SB
33662,10,1,15,2023,Manhattan,1137,POINT (985276.3554529254 213760.20564827658),9 AVENUE,West 35 Street,West 34 Street,SB
35738,4,24,8,2023,Manhattan,1135,POINT (990295.6651846746 210936.71139934732),3 AVENUE,East 33 Street,East 34 Street,NB
35738,4,24,7,2023,Manhattan,1132,POINT (990295.6651846746 210936.71139934732),3 AVENUE,East 33 Street,East 34 Street,NB
71036,11,1,10,2023,Manhattan,1131,POINT (1002564.5610851326 240983.75683398134),MACOMBS DAM BRIDGE,Harlem River Shoreline,Harlem River Shoreline,WB
71036,11,4,10,2023,Manhattan,1128,POINT (1002564.5610851326 240983.75683398134),MACOMBS DAM BRIDGE,Harlem River Shoreline,Harlem River Shoreline,WB
71036,11,3,11,2023,Manhattan,1128,POINT (1002564.5610851326 240983.75683398134),MACOMBS DAM BRIDGE,Harlem River Shoreline,Harlem River Shoreline,WB
71036,11,3,10,2023,Manhattan,1126,POINT (1002564.5610851326 240983.75683398134),MACOMBS DAM BRIDGE,Harlem River Shoreline,Harlem River Shoreline,WB
71036,11,1,17,2023,Manhattan,1122,POINT (1002564.5610851326 240983.75683398134),MACOMBS DAM BRIDGE,Harlem River Shoreline,Harlem River Shoreline,WB
71036,11,1,16,2023,Manhattan,1120,POINT (1002564.5610851326 240983.75683398134),MACOMBS DAM BRIDGE,Harlem River Shoreline,Harlem River Shoreline,WB
35738,4,24,23,2023,Manhattan,1119,POINT (990295.6651846746 210936.71139934732),3 AVENUE,East 33 Street,East 34 Street,NB
71036,11,5,14,2023,Manhattan,1118,POINT (1002564.5610851326 240983.75683398134),MACOMBS DAM BRIDGE,Harlem River Shoreline,Harlem River Shoreline,WB
71036,11,2,16,2023,Manhattan,1117,POINT (1002564.5610851326 240983.75683398134),MACOMBS DAM BRIDGE,Harlem River Shoreline,Harlem River Shoreline,WB
146631,11,4,12,2023,Manhattan,1116,POINT (1002754.5374999298 235875.81836194085),MADISON AVENUE BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
71036,11,4,20,2023,Manhattan,1116,POINT (1002564.5610851326 240983.75683398134),MACOMBS DAM BRIDGE,Harlem River Shoreline,Harlem River Shoreline,WB
71036,11,3,15,2023,Manhattan,1114,POINT (1002564.5610851326 240983.75683398134),MACOMBS DAM BRIDGE,Harlem River Shoreline,Harlem River Shoreline,WB
146631,11,3,12,2023,Manhattan,1112,POINT (1002754.5374999298 235875.81836194085),MADISON AVENUE BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
71036,11,6,16,2023,Manhattan,1109,POINT (1002564.5610851326 240983.75683398134),MACOMBS DAM BRIDGE,Harlem River Shoreline,Harlem River Shoreline,WB
71036,11,1,13,2023,Manhattan,1109,POINT (1002564.5610851326 240983.75683398134),MACOMBS DAM BRIDGE,Harlem River Shoreline,Harlem River Shoreline,WB
33662,10,1,18,2023,Manhattan,1108,POINT (985276.3554529254 213760.20564827658),9 AVENUE,West 35 Street,West 34 Street,SB
146631,11,2,11,2023,Manhattan,1107,POINT (1002754.5374999298 235875.81836194085),MADISON AVENUE BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
71036,11,3,20,2023,Manhattan,1106,POINT (1002564.5610851326 240983.75683398134),MACOMBS DAM BRIDGE,Harlem River Shoreline,Harlem River Shoreline,WB
106224,5,26,15,2023,Manhattan,1106,POINT (995743.3856895748 227074.5601269494),97 ST TRANSVERSE,Dead End,Dead end,WB
71036,11,2,6,2023,Manhattan,1106,POINT (1002564.5610851326 240983.75683398134),MACOMBS DAM BRIDGE,Harlem River Shoreline,Harlem River Shoreline,WB
36369,10,17,10,2023,Manhattan,1104,POINT (994214.9732317923 216043.31446641852),EAST 58 STREET,Ed Koch Queensboro Bridge Appr,2 Avenue,NB
71036,11,2,17,2023,Manhattan,1102,POINT (1002564.5610851326 240983.75683398134),MACOMBS DAM BRIDGE,Harlem River Shoreline,Harlem River Shoreline,WB
71036,11,6,15,2023,Manhattan,1102,POINT (1002564.5610851326 240983.75683398134),MACOMBS DAM BRIDGE,Harlem River Shoreline,Harlem River Shoreline,WB
146631,11,1,13,2023,Manhattan,1100,POINT (1002754.5374999298 235875.81836194085),MADISON AVENUE BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
71036,11,2,11,2023,Manhattan,1099,POINT (1002564.5610851326 240983.75683398134),MACOMBS DAM BRIDGE,Harlem River Shoreline,Harlem River Shoreline,WB
35738,4,23,10,2023,Manhattan,1099,POINT (990295.6651846746 210936.71139934732),3 AVENUE,East 33 Street,East 34 Street,NB
106224,5,24,17,2023,Manhattan,1097,POINT (995743.3856895748 227074.5601269494),97 ST TRANSVERSE,Dead End,Dead end,WB
106224,5,24,18,2023,Manhattan,1096,POINT (995743.3856895748 227074.5601269494),97 ST TRANSVERSE,Dead End,Dead end,WB
33662,10,2,19,2023,Manhattan,1095,POINT (985276.3554529254 213760.20564827658),9 AVENUE,West 35 Street,West 34 Street,SB
34338,5,29,12,2023,Manhattan,1095,POINT (987861.139171362 220283.7730809795),AMSTERDAM AVENUE,West 60 Street,West 61 Street,NB
71036,11,1,15,2023,Manhattan,1094,POINT (1002564.5610851326 240983.75683398134),MACOMBS DAM BRIDGE,Harlem River Shoreline,Harlem River Shoreline,WB
71036,11,3,21,2023,Manhattan,1089,POINT (1002564.5610851326 240983.75683398134),MACOMBS DAM BRIDGE,Harlem River Shoreline,Harlem River Shoreline,WB
146631,11,1,7,2023,Manhattan,1088,POINT (1002754.5374999298 235875.81836194085),MADISON AVENUE BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
71036,11,3,12,2023,Manhattan,1087,POINT (1002564.5610851326 240983.75683398134),MACOMBS DAM BRIDGE,Harlem River Shoreline,Harlem River Shoreline,WB
71036,11,6,10,2023,Manhattan,1086,POINT (1002564.5610851326 240983.75683398134),MACOMBS DAM BRIDGE,Harlem River Shoreline,Harlem River Shoreline,WB
71036,11,1,18,2023,Manhattan,1085,POINT (1002564.5610851326 240983.75683398134),MACOMBS DAM BRIDGE,Harlem River Shoreline,Harlem River Shoreline,WB
71036,11,4,18,2023,Manhattan,1085,POINT (1002564.5610851326 240983.75683398134),MACOMBS DAM BRIDGE,Harlem River Shoreline,Harlem River Shoreline,WB
146631,11,3,10,2023,Manhattan,1082,POINT (1002754.5374999298 235875.81836194085),MADISON AVENUE BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
71036,11,6,20,2023,Manhattan,1077,POINT (1002564.5610851326 240983.75683398134),MACOMBS DAM BRIDGE,Harlem River Shoreline,Harlem River Shoreline,WB
146631,11,1,20,2023,Manhattan,1076,POINT (1002754.5374999298 235875.81836194085),MADISON AVENUE BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
72887,10,20,17,2023,Manhattan,1073,POINT (1007807.3102189016 253610.3799800104),UNIVERSITY HEIGHTS BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
33662,10,1,12,2023,Manhattan,1070,POINT (985276.3554529254 213760.20564827658),9 AVENUE,West 35 Street,West 34 Street,SB
71036,11,6,12,2023,Manhattan,1068,POINT (1002564.5610851326 240983.75683398134),MACOMBS DAM BRIDGE,Harlem River Shoreline,Harlem River Shoreline,WB
72887,10,23,16,2023,Manhattan,1067,POINT (1007807.3102189016 253610.3799800104),UNIVERSITY HEIGHTS BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
106224,5,25,16,2023,Manhattan,1066,POINT (995743.3856895748 227074.5601269494),97 ST TRANSVERSE,Dead End,Dead end,WB
72887,10,20,16,2023,Manhattan,1063,POINT (1007807.3102189016 253610.3799800104),UNIVERSITY HEIGHTS BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
72887,10,27,18,2023,Manhattan,1062,POINT (1007807.3102189016 253610.3799800104),UNIVERSITY HEIGHTS BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
71036,11,3,13,2023,Manhattan,1062,POINT (1002564.5610851326 240983.75683398134),MACOMBS DAM BRIDGE,Harlem River Shoreline,Harlem River Shoreline,WB
72887,10,26,15,2023,Manhattan,1060,POINT (1007807.3102189016 253610.3799800104),UNIVERSITY HEIGHTS BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
146631,11,2,7,2023,Manhattan,1058,POINT (1002754.5374999298 235875.81836194085),MADISON AVENUE BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
33662,10,3,19,2023,Manhattan,1056,POINT (985276.3554529254 213760.20564827658),9 AVENUE,West 35 Street,West 34 Street,SB
71036,11,2,18,2023,Manhattan,1055,POINT (1002564.5610851326 240983.75683398134),MACOMBS DAM BRIDGE,Harlem River Shoreline,Harlem River Shoreline,WB
71036,11,2,13,2023,Manhattan,1054,POINT (1002564.5610851326 240983.75683398134),MACOMBS DAM BRIDGE,Harlem River Shoreline,Harlem River Shoreline,WB
35738,4,23,3,2023,Manhattan,1052,POINT (990295.6651846746 210936.71139934732),3 AVENUE,East 33 Street,East 34 Street,NB
71036,11,6,19,2023,Manhattan,1050,POINT (1002564.5610851326 240983.75683398134),MACOMBS DAM BRIDGE,Harlem River Shoreline,Harlem River Shoreline,WB
146631,11,3,21,2023,Manhattan,1048,POINT (1002754.5374999298 235875.81836194085),MADISON AVENUE BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
71036,11,4,9,2023,Manhattan,1046,POINT (1002564.5610851326 240983.75683398134),MACOMBS DAM BRIDGE,Harlem River Shoreline,Harlem River Shoreline,WB
33662,10,2,12,2023,Manhattan,1045,POINT (985276.3554529254 213760.20564827658),9 AVENUE,West 35 Street,West 34 Street,SB
71036,11,6,17,2023,Manhattan,1045,POINT (1002564.5610851326 240983.75683398134),MACOMBS DAM BRIDGE,Harlem River Shoreline,Harlem River Shoreline,WB
72887,10,20,15,2023,Manhattan,1043,POINT (1007807.3102189016 253610.3799800104),UNIVERSITY HEIGHTS BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
71036,11,6,17,2023,Manhattan,1042,POINT (1002564.5610851326 240983.75683398134),MACOMBS DAM BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
33662,10,2,11,2023,Manhattan,1041,POINT (985276.3554529254 213760.20564827658),9 AVENUE,West 35 Street,West 34 Street,SB
71036,11,6,11,2023,Manhattan,1040,POINT (1002564.5610851326 240983.75683398134),MACOMBS DAM BRIDGE,Harlem River Shoreline,Harlem River Shoreline,WB
71036,11,2,12,2023,Manhattan,1039,POINT (1002564.5610851326 240983.75683398134),MACOMBS DAM BRIDGE,Harlem River Shoreline,Harlem River Shoreline,WB
71036,11,5,13,2023,Manhattan,1038,POINT (1002564.5610851326 240983.75683398134),MACOMBS DAM BRIDGE,Harlem River Shoreline,Harlem River Shoreline,WB
72887,10,27,17,2023,Manhattan,1038,POINT (1007807.3102189016 253610.3799800104),UNIVERSITY HEIGHTS BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
71036,11,1,12,2023,Manhattan,1037,POINT (1002564.5610851326 240983.75683398134),MACOMBS DAM BRIDGE,Harlem River Shoreline,Harlem River Shoreline,WB
72887,10,20,18,2023,Manhattan,1036,POINT (1007807.3102189016 253610.3799800104),UNIVERSITY HEIGHTS BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
71036,11,5,15,2023,Manhattan,1035,POINT (1002564.5610851326 240983.75683398134),MACOMBS DAM BRIDGE,Harlem River Shoreline,Harlem River Shoreline,WB
106224,5,25,18,2023,Manhattan,1034,POINT (995743.3856895748 227074.5601269494),97 ST TRANSVERSE,Dead End,Dead end,WB
