SegmentID,M,D,HH,Yr,Boro,Vol,WktGeom,street,fromSt,toSt,Direction
72887,10,26,12,2023,Manhattan,755,POINT (1007807.3102189016 253610.3799800104),UNIVERSITY HEIGHTS BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
136811,10,18,14,2023,Manhattan,755,POINT (995814.4517053183 215896.87205204542),F D R DRIVE,Astoria Line,Dead end,SB
72887,10,29,22,2023,Manhattan,754,POINT (1007807.3102189016 253610.3799800104),UNIVERSITY HEIGHTS BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
72887,10,28,16,2023,Manhattan,753,POINT (1007807.3102189016 253610.3799800104),UNIVERSITY HEIGHTS BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
33662,10,3,23,2023,Manhattan,752,POINT (985276.3554529254 213760.20564827658),9 AVENUE,West 35 Street,West 34 Street,SB
36517,11,3,7,2023,Manhattan,752,POINT (995597.5914553727 216020.55259954516),YORK AVENUE,Astoria Line,East 61 Street,NB
33662,10,2,22,2023,Manhattan,751,POINT (985276.3554529254 213760.20564827658),9 AVENUE,West 35 Street,West 34 Street,SB
71036,11,6,20,2023,Manhattan,751,POINT (1002564.5610851326 240983.75683398134),MACOMBS DAM BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
136811,10,18,8,2023,Manhattan,750,POINT (995814.4517053183 215896.87205204542),F D R DRIVE,Astoria Line,Dead end,SB
136811,10,19,12,2023,Manhattan,750,POINT (995814.4517053183 215896.87205204542),F D R DRIVE,Astoria Line,Dead end,SB
136811,10,17,14,2023,Manhattan,750,POINT (995814.4517053183 215896.87205204542),F D R DRIVE,Astoria Line,Dead end,SB
106224,5,24,12,2023,Manhattan,750,POINT (995743.3856895748 227074.5601269494),97 ST TRANSVERSE,Dead End,Dead end,WB
106224,5,27,18,2023,Manhattan,748,POINT (995743.3856895748 227074.5601269494),97 ST TRANSVERSE,Dead End,Dead end,WB
72887,10,20,12,2023,Manhattan,748,POINT (1007807.3102189016 253610.3799800104),UNIVERSITY HEIGHTS BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
106224,5,26,12,2023,Manhattan,748,POINT (995743.3856895748 227074.5601269494),97 ST TRANSVERSE,Dead End,Dead end,EB
140031,10,17,7,2023,Manhattan,748,POINT (994514.1690128858 216427.20589959164),ED KOCH QUEENSBORO BRIDGE,Ed Koch Queensboro Bridge Exit,Dead end,WB
72887,10,21,0,2023,Manhattan,748,POINT (1007807.3102189016 253610.3799800104),UNIVERSITY HEIGHTS BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
36517,11,3,19,2023,Manhattan,747,POINT (995597.5914553727 216020.55259954516),YORK AVENUE,Astoria Line,East 61 Street,NB
140031,10,17,18,2023,Manhattan,746,POINT (994514.1690128858 216427.20589959164),ED KOCH QUEENSBORO BRIDGE,Ed Koch Queensboro Bridge Exit,Dead end,WB
72887,10,21,16,2023,Manhattan,746,POINT (1007807.3102189016 253610.3799800104),UNIVERSITY HEIGHTS BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
72887,10,30,9,2023,Manhattan,746,POINT (1007807.3102189016 253610.3799800104),UNIVERSITY HEIGHTS BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
136811,10,19,13,2023,Manhattan,746,POINT (995814.4517053183 215896.87205204542),F D R DRIVE,Astoria Line,Dead end,SB
72887,10,22,17,2023,Manhattan,744,POINT (1007807.3102189016 253610.3799800104),UNIVERSITY HEIGHTS BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
71036,11,6,23,2023,Manhattan,743,POINT (1002564.5610851326 240983.75683398134),MACOMBS DAM BRIDGE,Harlem River Shoreline,Harlem River Shoreline,WB
72887,10,26,10,2023,Manhattan,742,POINT (1007807.3102189016 253610.3799800104),UNIVERSITY HEIGHTS BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
106224,5,26,10,2023,Manhattan,741,POINT (995743.3856895748 227074.5601269494),97 ST TRANSVERSE,Dead End,Dead end,WB
146631,11,4,8,2023,Manhattan,740,POINT (1002754.5374999298 235875.81836194085),MADISON AVENUE BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
72887,10,21,12,2023,Manhattan,740,POINT (1007807.3102189016 253610.3799800104),UNIVERSITY HEIGHTS BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
72887,10,27,7,2023,Manhattan,740,POINT (1007807.3102189016 253610.3799800104),UNIVERSITY HEIGHTS BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
72887,10,31,14,2023,Manhattan,739,POINT (1007807.3102189016 253610.3799800104),UNIVERSITY HEIGHTS BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
33662,10,1,2,2023,Manhattan,739,POINT (985276.3554529254 213760.20564827658),9 AVENUE,West 35 Street,West 34 Street,SB
36517,11,4,12,2023,Manhattan,738,POINT (995597.5914553727 216020.55259954516),YORK AVENUE,Astoria Line,East 61 Street,NB
72887,10,29,1,2023,Manhattan,738,POINT (1007807.3102189016 253610.3799800104),UNIVERSITY HEIGHTS BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
72887,10,29,0,2023,Manhattan,738,POINT (1007807.3102189016 253610.3799800104),UNIVERSITY HEIGHTS BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
34338,5,29,22,2023,Manhattan,738,POINT (987861.139171362 220283.7730809795),AMSTERDAM AVENUE,West 60 Street,West 61 Street,NB
146631,11,4,22,2023,Manhattan,738,POINT (1002754.5374999298 235875.81836194085),MADISON AVENUE BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
106224,5,25,13,2023,Manhattan,736,POINT (995743.3856895748 227074.5601269494),97 ST TRANSVERSE,Dead End,Dead end,EB
106224,5,25,18,2023,Manhattan,736,POINT (995743.3856895748 227074.5601269494),97 ST TRANSVERSE,Dead End,Dead end,EB
106224,5,28,13,2023,Manhattan,736,POINT (995743.3856895748 227074.5601269494),97 ST TRANSVERSE,Dead End,Dead end,WB
72887,10,26,21,2023,Manhattan,736,POINT (1007807.3102189016 253610.3799800104),UNIVERSITY HEIGHTS BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
72887,10,28,12,2023,Manhattan,735,POINT (1007807.3102189016 253610.3799800104),UNIVERSITY HEIGHTS BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
36517,11,4,14,2023,Manhattan,734,POINT (995597.5914553727 216020.55259954516),YORK AVENUE,Astoria Line,East 61 Street,NB
72887,10,31,20,2023,Manhattan,734,POINT (1007807.3102189016 253610.3799800104),UNIVERSITY HEIGHTS BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
72887,10,24,20,2023,Manhattan,734,POINT (1007807.3102189016 253610.3799800104),UNIVERSITY HEIGHTS BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
72887,10,20,7,2023,Manhattan,733,POINT (1007807.3102189016 253610.3799800104),UNIVERSITY HEIGHTS BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
106224,5,26,7,2023,Manhattan,732,POINT (995743.3856895748 227074.5601269494),97 ST TRANSVERSE,Dead End,Dead end,EB
136811,10,18,15,2023,Manhattan,732,POINT (995814.4517053183 215896.87205204542),F D R DRIVE,Astoria Line,Dead end,SB
72887,10,28,22,2023,Manhattan,731,POINT (1007807.3102189016 253610.3799800104),UNIVERSITY HEIGHTS BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
136811,10,17,17,2023,Manhattan,730,POINT (995814.4517053183 215896.87205204542),F D R DRIVE,Astoria Line,Dead end,SB
36517,11,3,20,2023,Manhattan,730,POINT (995597.5914553727 216020.55259954516),YORK AVENUE,Astoria Line,East 61 Street,NB
34338,5,29,21,2023,Manhattan,730,POINT (987861.139171362 220283.7730809795),AMSTERDAM AVENUE,West 60 Street,West 61 Street,NB
36517,11,2,20,2023,Manhattan,730,POINT (995597.5914553727 216020.55259954516),YORK AVENUE,Astoria Line,East 61 Street,NB
72887,10,27,12,2023,Manhattan,729,POINT (1007807.3102189016 253610.3799800104),UNIVERSITY HEIGHTS BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
140031,10,17,8,2023,Manhattan,728,POINT (994514.1690128858 216427.20589959164),ED KOCH QUEENSBORO BRIDGE,Ed Koch Queensboro Bridge Exit,Dead end,WB
72887,10,22,12,2023,Manhattan,728,POINT (1007807.3102189016 253610.3799800104),UNIVERSITY HEIGHTS BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
106224,5,26,18,2023,Manhattan,728,POINT (995743.3856895748 227074.5601269494),97 ST TRANSVERSE,Dead End,Dead end,EB
106224,5,25,12,2023,Manhattan,728,POINT (995743.3856895748 227074.5601269494),97 ST TRANSVERSE,Dead End,Dead end,EB
72887,10,28,0,2023,Manhattan,727,POINT (1007807.3102189016 253610.3799800104),UNIVERSITY HEIGHTS BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
71036,11,1,21,2023,Manhattan,726,POINT (1002564.5610851326 240983.75683398134),MACOMBS DAM BRIDGE,Harlem River Shoreline,Harlem River Shoreline,WB
106224,5,25,9,2023,Manhattan,726,POINT (995743.3856895748 227074.5601269494),97 ST TRANSVERSE,Dead End,Dead end,EB
106224,5,28,12,2023,Manhattan,726,POINT (995743.3856895748 227074.5601269494),97 ST TRANSVERSE,Dead End,Dead end,WB
72887,10,31,12,2023,Manhattan,725,POINT (1007807.3102189016 253610.3799800104),UNIVERSITY HEIGHTS BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
106224,5,24,16,2023,Manhattan,725,POINT (995743.3856895748 227074.5601269494),97 ST TRANSVERSE,Dead End,Dead end,EB
106224,5,24,12,2023,Manhattan,724,POINT (995743.3856895748 227074.5601269494),97 ST TRANSVERSE,Dead End,Dead end,EB
106224,5,27,19,2023,Manhattan,723,POINT (995743.3856895748 227074.5601269494),97 ST TRANSVERSE,Dead End,Dead end,WB
72887,10,24,13,2023,Manhattan,723,POINT (1007807.3102189016 253610.3799800104),UNIVERSITY HEIGHTS BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
136811,10,17,15,2023,Manhattan,722,POINT (995814.4517053183 215896.87205204542),F D R DRIVE,Astoria Line,Dead end,SB
146631,11,1,6,2023,Manhattan,722,POINT (1002754.5374999298 235875.81836194085),MADISON AVENUE BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
72887,10,20,13,2023,Manhattan,721,POINT (1007807.3102189016 253610.3799800104),UNIVERSITY HEIGHTS BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
136811,10,17,16,2023,Manhattan,721,POINT (995814.4517053183 215896.87205204542),F D R DRIVE,Astoria Line,Dead end,SB
106224,5,24,14,2023,Manhattan,720,POINT (995743.3856895748 227074.5601269494),97 ST TRANSVERSE,Dead End,Dead end,EB
72887,10,24,9,2023,Manhattan,720,POINT (1007807.3102189016 253610.3799800104),UNIVERSITY HEIGHTS BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
33662,10,3,11,2023,Manhattan,720,POINT (985276.3554529254 213760.20564827658),9 AVENUE,West 35 Street,West 34 Street,SB
140031,10,17,11,2023,Manhattan,719,POINT (994514.1690128858 216427.20589959164),ED KOCH QUEENSBORO BRIDGE,Ed Koch Queensboro Bridge Exit,Dead end,WB
36517,11,2,16,2023,Manhattan,718,POINT (995597.5914553727 216020.55259954516),YORK AVENUE,Astoria Line,East 61 Street,SB
106224,5,26,10,2023,Manhattan,718,POINT (995743.3856895748 227074.5601269494),97 ST TRANSVERSE,Dead End,Dead end,EB
72887,10,27,13,2023,Manhattan,718,POINT (1007807.3102189016 253610.3799800104),UNIVERSITY HEIGHTS BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
106224,5,26,8,2023,Manhattan,718,POINT (995743.3856895748 227074.5601269494),97 ST TRANSVERSE,Dead End,Dead end,EB
36517,11,3,21,2023,Manhattan,717,POINT (995597.5914553727 216020.55259954516),YORK AVENUE,Astoria Line,East 61 Street,NB
71036,11,4,0,2023,Manhattan,717,POINT (1002564.5610851326 240983.75683398134),MACOMBS DAM BRIDGE,Harlem River Shoreline,Harlem River Shoreline,WB
106224,5,26,15,2023,Manhattan,717,POINT (995743.3856895748 227074.5601269494),97 ST TRANSVERSE,Dead End,Dead end,EB
106224,5,25,11,2023,Manhattan,716,POINT (995743.3856895748 227074.5601269494),97 ST TRANSVERSE,Dead End,Dead end,EB
72887,10,31,9,2023,Manhattan,716,POINT (1007807.3102189016 253610.3799800104),UNIVERSITY HEIGHTS BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
106224,5,26,14,2023,Manhattan,716,POINT (995743.3856895748 227074.5601269494),97 ST TRANSVERSE,Dead End,Dead end,EB
106224,5,27,11,2023,Manhattan,715,POINT (995743.3856895748 227074.5601269494),97 ST TRANSVERSE,Dead End,Dead end,WB
34257,10,20,16,2023,Manhattan,714,POINT (989423.2095312162 219396.78278319325),CENTRAL PARK WEST,8 Avenue Line,8 Avenue Line,NB
106224,5,26,9,2023,Manhattan,714,POINT (995743.3856895748 227074.5601269494),97 ST TRANSVERSE,Dead End,Dead end,WB
71036,11,2,22,2023,Manhattan,714,POINT (1002564.5610851326 240983.75683398134),MACOMBS DAM BRIDGE,Harlem River Shoreline,Harlem River Shoreline,WB
34257,10,24,18,2023,Manhattan,713,POINT (989423.2095312162 219396.78278319325),CENTRAL PARK WEST,8 Avenue Line,8 Avenue Line,NB
33662,10,1,23,2023,Manhattan,712,POINT (985276.3554529254 213760.20564827658),9 AVENUE,West 35 Street,West 34 Street,SB
36517,11,4,22,2023,Manhattan,711,POINT (995597.5914553727 216020.55259954516),YORK AVENUE,Astoria Line,East 61 Street,NB
106224,5,26,17,2023,Manhattan,711,POINT (995743.3856895748 227074.5601269494),97 ST TRANSVERSE,Dead End,Dead end,EB
136811,10,18,9,2023,Manhattan,711,POINT (995814.4517053183 215896.87205204542),F D R DRIVE,Astoria Line,Dead end,SB
72887,10,23,10,2023,Manhattan,711,POINT (1007807.3102189016 253610.3799800104),UNIVERSITY HEIGHTS BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
34257,10,25,16,2023,Manhattan,710,POINT (989423.2095312162 219396.78278319325),CENTRAL PARK WEST,8 Avenue Line,8 Avenue Line,NB
140031,10,17,9,2023,Manhattan,710,POINT (994514.1690128858 216427.20589959164),ED KOCH QUEENSBORO BRIDGE,Ed Koch Queensboro Bridge Exit,Dead end,WB
106224,5,24,13,2023,Manhattan,709,POINT (995743.3856895748 227074.5601269494),97 ST TRANSVERSE,Dead End,Dead end,WB
33662,10,3,12,2023,Manhattan,709,POINT (985276.3554529254 213760.20564827658),9 AVENUE,West 35 Street,West 34 Street,SB
34257,10,19,16,2023,Manhattan,709,POINT (989423.2095312162 219396.78278319325),CENTRAL PARK WEST,8 Avenue Line,8 Avenue Line,NB
72887,10,31,13,2023,Manhattan,709,POINT (1007807.3102189016 253610.3799800104),UNIVERSITY HEIGHTS BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
72887,10,23,9,2023,Manhattan,708,POINT (1007807.3102189016 253610.3799800104),UNIVERSITY HEIGHTS BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
106224,5,25,10,2023,Manhattan,708,POINT (995743.3856895748 227074.5601269494),97 ST TRANSVERSE,Dead End,Dead end,EB
72887,10,26,9,2023,Manhattan,708,POINT (1007807.3102189016 253610.3799800104),UNIVERSITY HEIGHTS BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
34257,10,19,17,2023,Manhattan,708,POINT (989423.2095312162 219396.78278319325),CENTRAL PARK WEST,8 Avenue Line,8 Avenue Line,NB
106224,5,25,7,2023,Manhattan,707,POINT (995743.3856895748 227074.5601269494),97 ST TRANSVERSE,Dead End,Dead end,WB
72887,10,25,22,2023,Manhattan,707,POINT (1007807.3102189016 253610.3799800104),UNIVERSITY HEIGHTS BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
36517,11,3,16,2023,Manhattan,706,POINT (995597.5914553727 216020.55259954516),YORK AVENUE,Astoria Line,East 61 Street,SB
106224,5,26,7,2023,Manhattan,706,POINT (995743.3856895748 227074.5601269494),97 ST TRANSVERSE,Dead End,Dead end,WB
106224,5,25,13,2023,Manhattan,705,POINT (995743.3856895748 227074.5601269494),97 ST TRANSVERSE,Dead End,Dead end,WB
72887,10,27,21,2023,Manhattan,704,POINT (1007807.3102189016 253610.3799800104),UNIVERSITY HEIGHTS BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
106224,5,27,10,2023,Manhattan,704,POINT (995743.3856895748 227074.5601269494),97 ST TRANSVERSE,Dead End,Dead end,WB
72887,10,28,3,2023,Manhattan,704,POINT (1007807.3102189016 253610.3799800104),UNIVERSITY HEIGHTS BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
106224,5,28,15,2023,Manhattan,703,POINT (995743.3856895748 227074.5601269494),97 ST TRANSVERSE,Dead End,Dead end,EB
106224,5,27,17,2023,Manhattan,703,POINT (995743.3856895748 227074.5601269494),97 ST TRANSVERSE,Dead End,Dead end,EB
71036,11,6,21,2023,Manhattan,702,POINT (1002564.5610851326 240983.75683398134),MACOMBS DAM BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
71036,11,5,21,2023,Manhattan,702,POINT (1002564.5610851326 240983.75683398134),MACOMBS DAM BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
106224,5,26,16,2023,Manhattan,702,POINT (995743.3856895748 227074.5601269494),97 ST TRANSVERSE,Dead End,Dead end,EB
72887,10,21,22,2023,Manhattan,702,POINT (1007807.3102189016 253610.3799800104),UNIVERSITY HEIGHTS BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
36517,11,1,21,2023,Manhattan,701,POINT (995597.5914553727 216020.55259954516),YORK AVENUE,Astoria Line,East 61 Street,NB
106224,5,26,11,2023,Manhattan,698,POINT (995743.3856895748 227074.5601269494),97 ST TRANSVERSE,Dead End,Dead end,WB
72887,10,20,21,2023,Manhattan,698,POINT (1007807.3102189016 253610.3799800104),UNIVERSITY HEIGHTS BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
34257,10,24,17,2023,Manhattan,698,POINT (989423.2095312162 219396.78278319325),CENTRAL PARK WEST,8 Avenue Line,8 Avenue Line,NB
72887,10,29,11,2023,Manhattan,698,POINT (1007807.3102189016 253610.3799800104),UNIVERSITY HEIGHTS BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
72887,10,24,12,2023,Manhattan,698,POINT (1007807.3102189016 253610.3799800104),UNIVERSITY HEIGHTS BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
140031,10,17,19,2023,Manhattan,698,POINT (994514.1690128858 216427.20589959164),ED KOCH QUEENSBORO BRIDGE,Ed Koch Queensboro Bridge Exit,Dead end,WB
72887,10,25,12,2023,Manhattan,697,POINT (1007807.3102189016 253610.3799800104),UNIVERSITY HEIGHTS BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
136811,10,17,10,2023,Manhattan,697,POINT (995814.4517053183 215896.87205204542),F D R DRIVE,Astoria Line,Dead end,SB
36517,11,2,17,2023,Manhattan,697,POINT (995597.5914553727 216020.55259954516),YORK AVENUE,Astoria Line,East 61 Street,SB
106224,5,25,16,2023,Manhattan,697,POINT (995743.3856895748 227074.5601269494),97 ST TRANSVERSE,Dead End,Dead end,EB
136811,10,17,18,2023,Manhattan,696,POINT (995814.4517053183 215896.87205204542),F D R DRIVE,Astoria Line,Dead end,SB
36517,11,3,22,2023,Manhattan,696,POINT (995597.5914553727 216020.55259954516),YORK AVENUE,Astoria Line,East 61 Street,NB
34257,10,24,16,2023,Manhattan,695,POINT (989423.2095312162 219396.78278319325),CENTRAL PARK WEST,8 Avenue Line,8 Avenue Line,NB
136811,10,19,15,2023,Manhattan,695,POINT (995814.4517053183 215896.87205204542),F D R DRIVE,Astoria Line,Dead end,SB
136811,10,19,8,2023,Manhattan,694,POINT (995814.4517053183 215896.87205204542),F D R DRIVE,Astoria Line,Dead end,SB
36517,11,2,22,2023,Manhattan,694,POINT (995597.5914553727 216020.55259954516),YORK AVENUE,Astoria Line,East 61 Street,NB
72887,10,30,10,2023,Manhattan,694,POINT (1007807.3102189016 253610.3799800104),UNIVERSITY HEIGHTS BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
136811,10,17,11,2023,Manhattan,693,POINT (995814.4517053183 215896.87205204542),F D R DRIVE,Astoria Line,Dead end,SB
136811,10,19,20,2023,Manhattan,693,POINT (995814.4517053183 215896.87205204542),F D R DRIVE,Astoria Line,Dead end,SB
72887,10,21,2,2023,Manhattan,693,POINT (1007807.3102189016 253610.3799800104),UNIVERSITY HEIGHTS BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
106224,5,24,19,2023,Manhattan,693,POINT (995743.3856895748 227074.5601269494),97 ST TRANSVERSE,Dead End,Dead end,EB
36517,11,4,11,2023,Manhattan,692,POINT (995597.5914553727 216020.55259954516),YORK AVENUE,Astoria Line,East 61 Street,NB
72887,10,29,12,2023,Manhattan,692,POINT (1007807.3102189016 253610.3799800104),UNIVERSITY HEIGHTS BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
106224,5,25,17,2023,Manhattan,691,POINT (995743.3856895748 227074.5601269494),97 ST TRANSVERSE,Dead End,Dead end,EB
106224,5,25,9,2023,Manhattan,690,POINT (995743.3856895748 227074.5601269494),97 ST TRANSVERSE,Dead End,Dead end,WB
72887,10,26,11,2023,Manhattan,690,POINT (1007807.3102189016 253610.3799800104),UNIVERSITY HEIGHTS BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
72887,10,23,20,2023,Manhattan,690,POINT (1007807.3102189016 253610.3799800104),UNIVERSITY HEIGHTS BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
106224,5,28,17,2023,Manhattan,689,POINT (995743.3856895748 227074.5601269494),97 ST TRANSVERSE,Dead End,Dead end,EB
136811,10,19,14,2023,Manhattan,689,POINT (995814.4517053183 215896.87205204542),F D R DRIVE,Astoria Line,Dead end,SB
106224,5,28,16,2023,Manhattan,689,POINT (995743.3856895748 227074.5601269494),97 ST TRANSVERSE,Dead End,Dead end,EB
136811,10,19,9,2023,Manhattan,688,POINT (995814.4517053183 215896.87205204542),F D R DRIVE,Astoria Line,Dead end,SB
106224,5,26,13,2023,Manhattan,688,POINT (995743.3856895748 227074.5601269494),97 ST TRANSVERSE,Dead End,Dead end,EB
72887,10,20,23,2023,Manhattan,688,POINT (1007807.3102189016 253610.3799800104),UNIVERSITY HEIGHTS BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
34257,10,26,17,2023,Manhattan,687,POINT (989423.2095312162 219396.78278319325),CENTRAL PARK WEST,8 Avenue Line,8 Avenue Line,NB
34257,10,20,15,2023,Manhattan,687,POINT (989423.2095312162 219396.78278319325),CENTRAL PARK WEST,8 Avenue Line,8 Avenue Line,NB
36517,11,4,15,2023,Manhattan,686,POINT (995597.5914553727 216020.55259954516),YORK AVENUE,Astoria Line,East 61 Street,NB
72887,10,25,9,2023,Manhattan,686,POINT (1007807.3102189016 253610.3799800104),UNIVERSITY HEIGHTS BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
36517,11,3,17,2023,Manhattan,685,POINT (995597.5914553727 216020.55259954516),YORK AVENUE,Astoria Line,East 61 Street,SB
34257,10,20,17,2023,Manhattan,685,POINT (989423.2095312162 219396.78278319325),CENTRAL PARK WEST,8 Avenue Line,8 Avenue Line,NB
106224,5,25,12,2023,Manhattan,685,POINT (995743.3856895748 227074.5601269494),97 ST TRANSVERSE,Dead End,Dead end,WB
106224,5,26,11,2023,Manhattan,683,POINT (995743.3856895748 227074.5601269494),97 ST TRANSVERSE,Dead End,Dead end,EB
72887,10,30,20,2023,Manhattan,683,POINT (1007807.3102189016 253610.3799800104),UNIVERSITY HEIGHTS BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
106224,5,26,20,2023,Manhattan,680,POINT (995743.3856895748 227074.5601269494),97 ST TRANSVERSE,Dead End,Dead end,WB
106224,5,24,9,2023,Manhattan,680,POINT (995743.3856895748 227074.5601269494),97 ST TRANSVERSE,Dead End,Dead end,EB
72887,10,27,23,2023,Manhattan,679,POINT (1007807.3102189016 253610.3799800104),UNIVERSITY HEIGHTS BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
106224,5,28,19,2023,Manhattan,678,POINT (995743.3856895748 227074.5601269494),97 ST TRANSVERSE,Dead End,Dead end,WB
106224,5,28,18,2023,Manhattan,678,POINT (995743.3856895748 227074.5601269494),97 ST TRANSVERSE,Dead End,Dead end,WB
106224,5,25,15,2023,Manhattan,678,POINT (995743.3856895748 227074.5601269494),97 ST TRANSVERSE,Dead End,Dead end,EB
106224,5,27,16,2023,Manhattan,677,POINT (995743.3856895748 227074.5601269494),97 ST TRANSVERSE,Dead End,Dead end,EB
33662,10,3,6,2023,Manhattan,677,POINT (985276.3554529254 213760.20564827658),9 AVENUE,West 35 Street,West 34 Street,SB
72887,10,21,11,2023,Manhattan,676,POINT (1007807.3102189016 253610.3799800104),UNIVERSITY HEIGHTS BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
34257,10,25,17,2023,Manhattan,676,POINT (989423.2095312162 219396.78278319325),CENTRAL PARK WEST,8 Avenue Line,8 Avenue Line,NB
34257,10,27,17,2023,Manhattan,676,POINT (989423.2095312162 219396.78278319325),CENTRAL PARK WEST,8 Avenue Line,8 Avenue Line,NB
35738,4,23,8,2023,Manhattan,676,POINT (990295.6651846746 210936.71139934732),3 AVENUE,East 33 Street,East 34 Street,NB
106224,5,26,9,2023,Manhattan,674,POINT (995743.3856895748 227074.5601269494),97 ST TRANSVERSE,Dead End,Dead end,EB
106224,5,24,11,2023,Manhattan,674,POINT (995743.3856895748 227074.5601269494),97 ST TRANSVERSE,Dead End,Dead end,EB
71036,11,5,11,2023,Manhattan,674,POINT (1002564.5610851326 240983.75683398134),MACOMBS DAM BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
72887,10,29,2,2023,Manhattan,673,POINT (1007807.3102189016 253610.3799800104),UNIVERSITY HEIGHTS BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
136811,10,19,11,2023,Manhattan,673,POINT (995814.4517053183 215896.87205204542),F D R DRIVE,Astoria Line,Dead end,SB
33662,10,3,0,2023,Manhattan,672,POINT (985276.3554529254 213760.20564827658),9 AVENUE,West 35 Street,West 34 Street,SB
72887,10,28,2,2023,Manhattan,670,POINT (1007807.3102189016 253610.3799800104),UNIVERSITY HEIGHTS BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
71036,11,4,7,2023,Manhattan,670,POINT (1002564.5610851326 240983.75683398134),MACOMBS DAM BRIDGE,Harlem River Shoreline,Harlem River Shoreline,WB
136811,10,19,21,2023,Manhattan,669,POINT (995814.4517053183 215896.87205204542),F D R DRIVE,Astoria Line,Dead end,SB
72887,10,31,21,2023,Manhattan,669,POINT (1007807.3102189016 253610.3799800104),UNIVERSITY HEIGHTS BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
34257,10,27,16,2023,Manhattan,668,POINT (989423.2095312162 219396.78278319325),CENTRAL PARK WEST,8 Avenue Line,8 Avenue Line,NB
136811,10,17,12,2023,Manhattan,668,POINT (995814.4517053183 215896.87205204542),F D R DRIVE,Astoria Line,Dead end,SB
146631,11,3,23,2023,Manhattan,667,POINT (1002754.5374999298 235875.81836194085),MADISON AVENUE BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
72887,10,26,23,2023,Manhattan,667,POINT (1007807.3102189016 253610.3799800104),UNIVERSITY HEIGHTS BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
