id,lon,lat
4554537367,-74.6563912,40.3493
10895071232,-74.65979639999999,40.3503389
8942477461,-74.66049029999999,40.3510979
1539951959,-74.6558664,40.3428754
2111679164,-74.6590554,40.3468744
945429222,-74.66022339999999,40.345495299999996
11959213409,-74.659913,40.3476469
104112258,-74.6571153,40.350392
1539925621,-74.65949239999999,40.3450218
3833696009,-74.6607324,40.3485434
6942958020,-74.6588277,40.3507855
3018550468,-74.65695869999999,40.3472509
11124620725,-74.65738569999999,40.3479174
2111677264,-74.6596789,40.3473062
10034452966,-74.6575043,40.3490338
8707984863,-74.6547295,40.347410599999996
300153911,-74.6589766,40.345085399999995
494649844,-74.6558076,40.3492475
3833718162,-74.6603099,40.3457179
3833722883,-74.6579271,40.3460172
495578239,-74.65551909999999,40.3484343
2115088318,-74.6565753,40.3468136
4272435872,-74.6608993,40.3461369
2115087317,-74.6587899,40.3475427
10031648497,-74.6565675,40.346038
11423830087,-74.6598645,40.3497598
4272411291,-74.65553849999999,40.3500771
10031685710,-74.6551925,40.3487928
1612016295,-74.6550831,40.3498014
3833713746,-74.6551782,40.347381299999995
9959259091,-74.6555125,40.3486848
10031685711,-74.654883,40.3490039
5710186440,-74.6579051,40.3490653
9735506396,-74.6597517,40.3496722
299815375,-74.6527898,40.3448841
10031499534,-74.6511568,40.3424258
10031688818,-74.65517129999999,40.348118299999996
10034452959,-74.6569935,40.3491546
2115083993,-74.65885709999999,40.3471668
4554537365,-74.6562386,40.3491937
104114300,-74.636873,40.353488
10031648474,-74.6568973,40.346380499999995
3629249219,-74.6596172,40.348292
10031648472,-74.6570357,40.346091099999995
9956366936,-74.6542983,40.3451035
2111677261,-74.6610894,40.3486066
10031651458,-74.6565207,40.3434149
8942160530,-74.65983059999999,40.349649899999996
3010343680,-74.6523481,40.349986099999995
11959214274,-74.6571342,40.3459137
1544646665,-74.6541324,40.3482872
3833707890,-74.657763,40.3440826
4533166903,-74.65719829999999,40.3456227
6895118838,-74.6611247,40.3443294
9959259080,-74.6548445,40.3495883
103994771,-74.66331799999999,40.351712
2111677262,-74.6609734,40.348362699999996
3833707902,-74.65801549999999,40.3444304
4272411196,-74.6528806,40.3501013
5710145283,-74.657687,40.3459526
104004798,-74.65292939999999,40.3505444
3010343673,-74.6530362,40.349644999999995
9910692432,-74.6594783,40.345501299999995
6129786560,-74.6549998,40.3479102
300686906,-74.6567233,40.3465722
2115083973,-74.65643519999999,40.3462025
8942159413,-74.6606965,40.349316099999996
11959212289,-74.6591079,40.347292599999996
1837120212,-74.65225749999999,40.3460211
2202654309,-74.6563735,40.344183799999996
3833720808,-74.6592956,40.3461102
2124679445,-74.6589121,40.3497734
104109649,-74.65901649999999,40.3469432
9956212524,-74.65958119999999,40.3433548
10034452957,-74.6574385,40.3490166
8776400020,-74.6571407,40.3504948
8942477457,-74.66199569999999,40.350710299999996
10031651436,-74.6555822,40.3441441
11124620546,-74.6612289,40.346079599999996
1539951797,-74.6569257,40.3443111
3046623892,-74.6605297,40.346293599999996
300153639,-74.6573032,40.346716199999996
3833707886,-74.658759,40.3446728
10031648493,-74.6563595,40.3464028
3025033350,-74.65762169999999,40.3450146
8942467668,-74.6608462,40.3504569
1548271145,-74.6555606,40.3465274
4272433451,-74.6622786,40.3469463
1539925551,-74.6601594,40.3448466
3833718158,-74.65920799999999,40.3495527
4272435874,-74.66109399999999,40.3466145
5710145293,-74.65739049999999,40.3448877
5687044689,-74.6533535,40.346966099999996
8942159411,-74.6605525,40.349353099999995
10031685699,-74.65552029999999,40.3486812
10034266417,-74.6603928,40.3472619
10034266429,-74.6603926,40.3447957
2115083975,-74.6560287,40.3460532
4272411292,-74.6559681,40.350142
10034239444,-74.6603192,40.3468393
11959213393,-74.6586093,40.3457612
4272432087,-74.6619623,40.3488386
8948919377,-74.65618189999999,40.349403699999996
10031667312,-74.6558885,40.3459876
3833707897,-74.6581065,40.343531999999996
9959259098,-74.65414109999999,40.3483099
4552986571,-74.65804709999999,40.3445532
9956212493,-74.6593978,40.3437092
2111677343,-74.6625098,40.3479086
1539925608,-74.6593766,40.344726099999995
10031667301,-74.6539863,40.3450577
3018894398,-74.6573981,40.345585799999995
8948919416,-74.6534956,40.3502863
5290136950,-74.6608955,40.3504444
8942160552,-74.6539888,40.3513192
300153341,-74.6592051,40.3473414
945429204,-74.6608826,40.3476534
8776284602,-74.6604428,40.3449216
3833718164,-74.6605601,40.345926
8942181900,-74.66191309999999,40.3501433
4446013560,-74.6572315,40.345723
3833688999,-74.6622959,40.3482002
5710145296,-74.6566916,40.3438799
8942181843,-74.6620123,40.3489408
10034409415,-74.6573277,40.347932799999995
3833722879,-74.6578273,40.3457874
10031648527,-74.6552078,40.344711499999995
8942160519,-74.66092189999999,40.3494635
11124620738,-74.6562569,40.347431199999995
8948919378,-74.65621589999999,40.3493253
104017707,-74.662339,40.3506804
6895118843,-74.6607203,40.3438772
6129786555,-74.65622379999999,40.349457799999996
5710183091,-74.6539098,40.3481242
5945447833,-74.6550377,40.345984
9910692435,-74.65982749999999,40.3453661
6942958026,-74.6595737,40.3503848
104004797,-74.6535251,40.3503389
1544446686,-74.6556296,40.3483793
2115088302,-74.6557679,40.3469063
6875736964,-74.6528648,40.343587
11430151237,-74.662481,40.345464
11124620581,-74.6616092,40.3448457
3833714267,-74.65494749999999,40.344577699999995
3833713751,-74.6558439,40.348275799999996
3046629260,-74.6604835,40.3454877
10031682226,-74.654684,40.347427499999995
4552986551,-74.6557794,40.3459061
2115090993,-74.6597633,40.3486054
8942181827,-74.6549545,40.3478411
10031651447,-74.656525,40.343427399999996
5952890668,-74.6602304,40.3449824
10031646682,-74.6538812,40.3462165
3833714268,-74.65453339999999,40.3444371
2702954460,-74.6596326,40.348323199999996
4272432079,-74.6581443,40.3487149
494649828,-74.6551807,40.3490523
8948919379,-74.65629969999999,40.349430399999996
11124620569,-74.6619281,40.3444363
3059690084,-74.6592375,40.3447792
11959213403,-74.6592235,40.3474323
3833720815,-74.65867159999999,40.3463334
3833715857,-74.6539458,40.348197299999995
1544646693,-74.6542893,40.348109
8942159406,-74.661755,40.3492193
6127152639,-74.6595262,40.3456317
11124620730,-74.6569526,40.347229999999996
9956212473,-74.6596067,40.3434513
9959259096,-74.65424089999999,40.3488462
3833720836,-74.6550214,40.345903299999996
4554537368,-74.6564745,40.3492684
10031685703,-74.6557594,40.3489821
3018905438,-74.6528893,40.3454938
2115088536,-74.6561483,40.3465047
4272433438,-74.6629044,40.3470972
11427939628,-74.66096259999999,40.3432612
9959273718,-74.65607659999999,40.3483203
2115091379,-74.66001849999999,40.3481697
299815538,-74.65303159999999,40.344728499999995
11124620719,-74.6581655,40.3481588
3025033376,-74.6568308,40.3456105
8942160537,-74.6571884,40.3502474
9959259073,-74.654991,40.349834
11427873696,-74.6625356,40.3490025
3018894389,-74.6565586,40.3467631
9910692438,-74.6595877,40.345332
11124620557,-74.6625431,40.345276999999996
4828006408,-74.6621134,40.3500903
9956210389,-74.6591531,40.343024799999995
1539807967,-74.6562881,40.347421499999996
103985044,-74.6621001,40.3507497
299815197,-74.6540108,40.3464592
9959259101,-74.65732779999999,40.3482534
10034266437,-74.6599851,40.346714299999995
2202656007,-74.6561317,40.3441289
1544591079,-74.65420189999999,40.3495527
5264157756,-74.6588517,40.3476766
2115083984,-74.656958,40.346448699999996
9959259107,-74.6598565,40.3418829
8942181842,-74.6612414,40.3491636
8942602045,-74.66180729999999,40.350228
7787892194,-74.6684015,40.3416652
945429220,-74.6602912,40.345669699999995
10031667304,-74.6540048,40.345182799999996
11124620568,-74.66205769999999,40.3443818
8942160517,-74.6610686,40.349421799999995
3833721161,-74.654513,40.3450455
11424090806,-74.6618998,40.3501477
300153348,-74.65874579999999,40.346357499999996
8942159407,-74.6611617,40.349186599999996
9910692433,-74.65965969999999,40.3454622
11959213382,-74.65430959999999,40.3463245
10031648473,-74.6562922,40.3463703
11959213408,-74.66011,40.3476868
8942602046,-74.6617867,40.3501842
11124620545,-74.661619,40.3458925
8942159412,-74.66059969999999,40.3493413
11423830084,-74.6596343,40.3496137
9910681515,-74.65993619999999,40.3452489
945429226,-74.6599904,40.3448767
5420778241,-74.6599466,40.3463245
3447413069,-74.6572674,40.3485474
1544537198,-74.65435889999999,40.349900399999996
2111677255,-74.6611614,40.348737
8942159401,-74.6625456,40.348999899999995
10034409408,-74.6573496,40.347980899999996
11124620580,-74.6605245,40.3448852
11959213395,-74.65857,40.346243799999996
3833720807,-74.65936889999999,40.346137
